offLNm,offFNm,teamAbbr,teamLoc,teamRslt,teamFTA,teamFTM,teamFT%,opptAbbr,opptConf,opptLoc,opptRslt,opptFTA,opptFTM,opptFT%
Washington,Tom,SAC,Away,Loss,16,13,0.8125,MIN,West,Home,Win,36,26,0.7222
Blair,Curtis,SAC,Away,Loss,16,13,0.8125,MIN,West,Home,Win,36,26,0.7222
Corbin,Sean,MIN,Home,Win,36,26,0.7222,SAC,West,Away,Loss,16,13,0.8125
Washington,Tom,MIN,Home,Win,36,26,0.7222,SAC,West,Away,Loss,16,13,0.8125
Blair,Curtis,MIN,Home,Win,36,26,0.7222,SAC,West,Away,Loss,16,13,0.8125
Fraher,Pat,POR,Away,Loss,24,19,0.7917,OKC,West,Home,Win,32,23,0.7188
Goble,John,POR,Away,Loss,24,19,0.7917,OKC,West,Home,Win,32,23,0.7188
Capers,James,POR,Away,Loss,24,19,0.7917,OKC,West,Home,Win,32,23,0.7188
Fraher,Pat,OKC,Home,Win,32,23,0.7188,POR,West,Away,Loss,24,19,0.7917
Goble,John,OKC,Home,Win,32,23,0.7188,POR,West,Away,Loss,24,19,0.7917
Capers,James,OKC,Home,Win,32,23,0.7188,POR,West,Away,Loss,24,19,0.7917
Foster,Scott,DET,Away,Loss,19,11,0.5789,PHO,West,Home,Win,14,10,0.7143
Mott,Rodney,DET,Away,Loss,19,11,0.5789,PHO,West,Home,Win,14,10,0.7143
Dalen,Eric,DET,Away,Loss,19,11,0.5789,PHO,West,Home,Win,14,10,0.7143
Foster,Scott,PHO,Home,Win,14,10,0.7143,DET,East,Away,Loss,19,11,0.5789
Mott,Rodney,PHO,Home,Win,14,10,0.7143,DET,East,Away,Loss,19,11,0.5789
Dalen,Eric,PHO,Home,Win,14,10,0.7143,DET,East,Away,Loss,19,11,0.5789
Adams,Bennie,LAC,Away,Win,27,21,0.7778,LAL,West,Home,Loss,28,20,0.7143
Callahan,Mike,LAC,Away,Win,27,21,0.7778,LAL,West,Home,Loss,28,20,0.7143
Cutler,Kevin,LAC,Away,Win,27,21,0.7778,LAL,West,Home,Loss,28,20,0.7143
Adams,Bennie,LAL,Home,Loss,28,20,0.7143,LAC,West,Away,Win,27,21,0.7778
Callahan,Mike,LAL,Home,Loss,28,20,0.7143,LAC,West,Away,Win,27,21,0.7778
Cutler,Kevin,LAL,Home,Loss,28,20,0.7143,LAC,West,Away,Win,27,21,0.7778
Mauer,Ken,MEM,Away,Win,34,28,0.8235,GS,West,Home,Loss,17,12,0.7059
Wood,Leon,MEM,Away,Win,34,28,0.8235,GS,West,Home,Loss,17,12,0.7059
Poole,Olandis,MEM,Away,Win,34,28,0.8235,GS,West,Home,Loss,17,12,0.7059
Mauer,Ken,GS,Home,Loss,17,12,0.7059,MEM,West,Away,Win,34,28,0.8235
Wood,Leon,GS,Home,Loss,17,12,0.7059,MEM,West,Away,Win,34,28,0.8235
Poole,Olandis,GS,Home,Loss,17,12,0.7059,MEM,West,Away,Win,34,28,0.8235
Crawford,Joe,BOS,Away,Win,13,9,0.6923,WAS,East,Home,Loss,17,12,0.7059
Richardson,Derek,BOS,Away,Win,13,9,0.6923,WAS,East,Home,Loss,17,12,0.7059
Guthrie,David,BOS,Away,Win,13,9,0.6923,WAS,East,Home,Loss,17,12,0.7059
Crawford,Joe,WAS,Home,Loss,17,12,0.7059,BOS,East,Away,Win,13,9,0.6923
Richardson,Derek,WAS,Home,Loss,17,12,0.7059,BOS,East,Away,Win,13,9,0.6923
Guthrie,David,WAS,Home,Loss,17,12,0.7059,BOS,East,Away,Win,13,9,0.6923
Kirkland,Courtney,SAC,Away,Loss,20,16,0.8,IND,East,Home,Win,27,24,0.8889
Kennedy,Bill,SAC,Away,Loss,20,16,0.8,IND,East,Home,Win,27,24,0.8889
Roe,Eli,SAC,Away,Loss,20,16,0.8,IND,East,Home,Win,27,24,0.8889
Kirkland,Courtney,IND,Home,Win,27,24,0.8889,SAC,West,Away,Loss,20,16,0.8
Kennedy,Bill,IND,Home,Win,27,24,0.8889,SAC,West,Away,Loss,20,16,0.8
Roe,Eli,IND,Home,Win,27,24,0.8889,SAC,West,Away,Loss,20,16,0.8
Richardson,Leroy,DEN,Away,Loss,20,13,0.65,MIA,East,Home,Win,27,23,0.8519
Malloy,Ed,DEN,Away,Loss,20,13,0.65,MIA,East,Home,Win,27,23,0.8519
Scott,Kevin,DEN,Away,Loss,20,13,0.65,MIA,East,Home,Win,27,23,0.8519
Richardson,Leroy,MIA,Home,Win,27,23,0.8519,DEN,West,Away,Loss,20,13,0.65
Malloy,Ed,MIA,Home,Win,27,23,0.8519,DEN,West,Away,Loss,20,13,0.65
Scott,Kevin,MIA,Home,Win,27,23,0.8519,DEN,West,Away,Loss,20,13,0.65
Zielinski,Gary,TOR,Away,Loss,25,19,0.76,BKN,East,Home,Win,37,27,0.7297
Boland,Matt,TOR,Away,Loss,25,19,0.76,BKN,East,Home,Win,37,27,0.7297
Salvatore,Bennett,TOR,Away,Loss,25,19,0.76,BKN,East,Home,Win,37,27,0.7297
Zielinski,Gary,BKN,Home,Win,37,27,0.7297,TOR,East,Away,Loss,25,19,0.76
Boland,Matt,BKN,Home,Win,37,27,0.7297,TOR,East,Away,Loss,25,19,0.76
Salvatore,Bennett,BKN,Home,Win,37,27,0.7297,TOR,East,Away,Loss,25,19,0.76
Washington,Tom,NO,Away,Win,23,20,0.8696,CHI,East,Home,Loss,25,21,0.84
Fitzgerald,Kane,NO,Away,Win,23,20,0.8696,CHI,East,Home,Loss,25,21,0.84
Williams,James,NO,Away,Win,23,20,0.8696,CHI,East,Home,Loss,25,21,0.84
Washington,Tom,CHI,Home,Loss,25,21,0.84,NO,West,Away,Win,23,20,0.8696
Fitzgerald,Kane,CHI,Home,Loss,25,21,0.84,NO,West,Away,Win,23,20,0.8696
Williams,James,CHI,Home,Loss,25,21,0.84,NO,West,Away,Win,23,20,0.8696
Crawford,Dan,POR,Away,Win,12,7,0.5833,HOU,West,Home,Loss,18,12,0.6667
Collins,Derrick,POR,Away,Win,12,7,0.5833,HOU,West,Home,Loss,18,12,0.6667
Ayotte,Mark,POR,Away,Win,12,7,0.5833,HOU,West,Home,Loss,18,12,0.6667
Crawford,Dan,HOU,Home,Loss,18,12,0.6667,POR,West,Away,Win,12,7,0.5833
Collins,Derrick,HOU,Home,Loss,18,12,0.6667,POR,West,Away,Win,12,7,0.5833
Ayotte,Mark,HOU,Home,Loss,18,12,0.6667,POR,West,Away,Win,12,7,0.5833
Brothers,Tony,CHA,Away,Loss,24,18,0.75,DAL,West,Home,Win,15,12,0.8
Brown,Tony,CHA,Away,Loss,24,18,0.75,DAL,West,Home,Win,15,12,0.8
Workman,Haywoode,CHA,Away,Loss,24,18,0.75,DAL,West,Home,Win,15,12,0.8
Brothers,Tony,DAL,Home,Win,15,12,0.8,CHA,East,Away,Loss,24,18,0.75
Brown,Tony,DAL,Home,Win,15,12,0.8,CHA,East,Away,Loss,24,18,0.75
Workman,Haywoode,DAL,Home,Win,15,12,0.8,CHA,East,Away,Loss,24,18,0.75
Fehr,Kevin,CLE,Away,Loss,29,18,0.6207,MIL,East,Home,Win,21,14,0.6667
Stafford,Derrick,CLE,Away,Loss,29,18,0.6207,MIL,East,Home,Win,21,14,0.6667
Goble,John,CLE,Away,Loss,29,18,0.6207,MIL,East,Home,Win,21,14,0.6667
Fehr,Kevin,MIL,Home,Win,21,14,0.6667,CLE,East,Away,Loss,29,18,0.6207
Stafford,Derrick,MIL,Home,Win,21,14,0.6667,CLE,East,Away,Loss,29,18,0.6207
Goble,John,MIL,Home,Win,21,14,0.6667,CLE,East,Away,Loss,29,18,0.6207
Zarba,Zach,UTA,Away,Loss,22,19,0.8636,SA,West,Home,Win,23,19,0.8261
Lewis,Eric,UTA,Away,Loss,22,19,0.8636,SA,West,Home,Win,23,19,0.8261
Kogut,Marat,UTA,Away,Loss,22,19,0.8636,SA,West,Home,Win,23,19,0.8261
Zarba,Zach,SA,Home,Win,23,19,0.8261,UTA,West,Away,Loss,22,19,0.8636
Lewis,Eric,SA,Home,Win,23,19,0.8261,UTA,West,Away,Loss,22,19,0.8636
Kogut,Marat,SA,Home,Win,23,19,0.8261,UTA,West,Away,Loss,22,19,0.8636
Mott,Rodney,GS,Away,Win,39,28,0.7179,LAC,West,Home,Loss,52,40,0.7692
Twardoski,Scott,GS,Away,Win,39,28,0.7179,LAC,West,Home,Loss,52,40,0.7692
Forte,Brian,GS,Away,Win,39,28,0.7179,LAC,West,Home,Loss,52,40,0.7692
Mott,Rodney,LAC,Home,Loss,52,40,0.7692,GS,West,Away,Win,39,28,0.7179
Twardoski,Scott,LAC,Home,Loss,52,40,0.7692,GS,West,Away,Win,39,28,0.7179
Forte,Brian,LAC,Home,Loss,52,40,0.7692,GS,West,Away,Win,39,28,0.7179
Corbin,Sean,PHI,Away,Loss,10,8,0.8,NY,East,Home,Win,18,11,0.6111
Palmer,Violet,PHI,Away,Loss,10,8,0.8,NY,East,Home,Win,18,11,0.6111
Spooner,Bill,PHI,Away,Loss,10,8,0.8,NY,East,Home,Win,18,11,0.6111
Corbin,Sean,NY,Home,Win,18,11,0.6111,PHI,East,Away,Loss,10,8,0.8
Palmer,Violet,NY,Home,Win,18,11,0.6111,PHI,East,Away,Loss,10,8,0.8
Spooner,Bill,NY,Home,Win,18,11,0.6111,PHI,East,Away,Loss,10,8,0.8
Garretson,Ron,PHO,Away,Loss,18,11,0.6111,ORL,East,Home,Win,19,16,0.8421
Wright,Sean,PHO,Away,Loss,18,11,0.6111,ORL,East,Home,Win,19,16,0.8421
Maddox,Tre,PHO,Away,Loss,18,11,0.6111,ORL,East,Home,Win,19,16,0.8421
Garretson,Ron,ORL,Home,Win,19,16,0.8421,PHO,West,Away,Loss,18,11,0.6111
Wright,Sean,ORL,Home,Win,19,16,0.8421,PHO,West,Away,Loss,18,11,0.6111
Maddox,Tre,ORL,Home,Win,19,16,0.8421,PHO,West,Away,Loss,18,11,0.6111
Fraher,Pat,MIN,Away,Loss,31,22,0.7097,TOR,East,Home,Win,17,15,0.8824
McCutchen,Monty,MIN,Away,Loss,31,22,0.7097,TOR,East,Home,Win,17,15,0.8824
Tiven,Josh,MIN,Away,Loss,31,22,0.7097,TOR,East,Home,Win,17,15,0.8824
Fraher,Pat,TOR,Home,Win,17,15,0.8824,MIN,West,Away,Loss,31,22,0.7097
McCutchen,Monty,TOR,Home,Win,17,15,0.8824,MIN,West,Away,Loss,31,22,0.7097
Tiven,Josh,TOR,Home,Win,17,15,0.8824,MIN,West,Away,Loss,31,22,0.7097
Wall,Scott,ATL,Away,Win,20,14,0.7,OKC,West,Home,Loss,22,20,0.9091
Callahan,Mike,ATL,Away,Win,20,14,0.7,OKC,West,Home,Loss,22,20,0.9091
Pantoja,Brenda,ATL,Away,Win,20,14,0.7,OKC,West,Home,Loss,22,20,0.9091
Wall,Scott,OKC,Home,Loss,22,20,0.9091,ATL,East,Away,Win,20,14,0.7
Callahan,Mike,OKC,Home,Loss,22,20,0.9091,ATL,East,Away,Win,20,14,0.7
Pantoja,Brenda,OKC,Home,Loss,22,20,0.9091,ATL,East,Away,Win,20,14,0.7
Mauer,Ken,DET,Away,Loss,23,19,0.8261,LAL,West,Home,Win,26,18,0.6923
Poole,Olandis,DET,Away,Loss,23,19,0.8261,LAL,West,Home,Win,26,18,0.6923
Forte,Brian,DET,Away,Loss,23,19,0.8261,LAL,West,Home,Win,26,18,0.6923
Mauer,Ken,LAL,Home,Win,26,18,0.6923,DET,East,Away,Loss,23,19,0.8261
Poole,Olandis,LAL,Home,Win,26,18,0.6923,DET,East,Away,Loss,23,19,0.8261
Forte,Brian,LAL,Home,Win,26,18,0.6923,DET,East,Away,Loss,23,19,0.8261
Kirkland,Courtney,NY,Away,Win,19,19,1,PHI,East,Home,Loss,26,22,0.8462
Foster,Scott,NY,Away,Win,19,19,1,PHI,East,Home,Loss,26,22,0.8462
Zielinski,Gary,NY,Away,Win,19,19,1,PHI,East,Home,Loss,26,22,0.8462
Kirkland,Courtney,PHI,Home,Loss,26,22,0.8462,NY,East,Away,Win,19,19,1
Foster,Scott,PHI,Home,Loss,26,22,0.8462,NY,East,Away,Win,19,19,1
Zielinski,Gary,PHI,Home,Loss,26,22,0.8462,NY,East,Away,Win,19,19,1
Zarba,Zach,PHO,Away,Loss,29,22,0.7586,MIA,East,Home,Win,19,15,0.7895
Crawford,Dan,PHO,Away,Loss,29,22,0.7586,MIA,East,Home,Win,19,15,0.7895
Barnaky,Brent,PHO,Away,Loss,29,22,0.7586,MIA,East,Home,Win,19,15,0.7895
Zarba,Zach,MIA,Home,Win,19,15,0.7895,PHO,West,Away,Loss,29,22,0.7586
Crawford,Dan,MIA,Home,Win,19,15,0.7895,PHO,West,Away,Loss,29,22,0.7586
Barnaky,Brent,MIA,Home,Win,19,15,0.7895,PHO,West,Away,Loss,29,22,0.7586
Adams,Bennie,MIN,Away,Win,15,12,0.8,BKN,East,Home,Loss,18,13,0.7222
Davis,Marc,MIN,Away,Win,15,12,0.8,BKN,East,Home,Loss,18,13,0.7222
Richardson,Derek,MIN,Away,Win,15,12,0.8,BKN,East,Home,Loss,18,13,0.7222
Adams,Bennie,BKN,Home,Loss,18,13,0.7222,MIN,West,Away,Win,15,12,0.8
Davis,Marc,BKN,Home,Loss,18,13,0.7222,MIN,West,Away,Win,15,12,0.8
Richardson,Derek,BKN,Home,Loss,18,13,0.7222,MIN,West,Away,Win,15,12,0.8
Kennedy,Bill,UTA,Away,Loss,13,9,0.6923,MEM,West,Home,Win,25,22,0.88
Guthrie,David,UTA,Away,Loss,13,9,0.6923,MEM,West,Home,Win,25,22,0.88
Maddox,Tre,UTA,Away,Loss,13,9,0.6923,MEM,West,Home,Win,25,22,0.88
Kennedy,Bill,MEM,Home,Win,25,22,0.88,UTA,West,Away,Loss,13,9,0.6923
Guthrie,David,MEM,Home,Win,25,22,0.88,UTA,West,Away,Loss,13,9,0.6923
Maddox,Tre,MEM,Home,Win,25,22,0.88,UTA,West,Away,Loss,13,9,0.6923
Brothers,Tony,IND,Away,Loss,22,19,0.8636,SA,West,Home,Win,13,11,0.8462
Workman,Haywoode,IND,Away,Loss,22,19,0.8636,SA,West,Home,Win,13,11,0.8462
Bavetta,Dick,IND,Away,Loss,22,19,0.8636,SA,West,Home,Win,13,11,0.8462
Brothers,Tony,SA,Home,Win,13,11,0.8462,IND,East,Away,Loss,22,19,0.8636
Workman,Haywoode,SA,Home,Win,13,11,0.8462,IND,East,Away,Loss,22,19,0.8636
Bavetta,Dick,SA,Home,Win,13,11,0.8462,IND,East,Away,Loss,22,19,0.8636
Crawford,Joe,POR,Away,Loss,18,14,0.7778,DAL,West,Home,Win,13,8,0.6154
Fitzgerald,Kane,POR,Away,Loss,18,14,0.7778,DAL,West,Home,Win,13,8,0.6154
Kogut,Marat,POR,Away,Loss,18,14,0.7778,DAL,West,Home,Win,13,8,0.6154
Crawford,Joe,DAL,Home,Win,13,8,0.6154,POR,West,Away,Loss,18,14,0.7778
Fitzgerald,Kane,DAL,Home,Win,13,8,0.6154,POR,West,Away,Loss,18,14,0.7778
Kogut,Marat,DAL,Home,Win,13,8,0.6154,POR,West,Away,Loss,18,14,0.7778
Smith,Michael,GS,Away,Loss,28,24,0.8571,SAC,West,Home,Win,23,16,0.6957
Lindsay,Mark,GS,Away,Loss,28,24,0.8571,SAC,West,Home,Win,23,16,0.6957
Capers,James,GS,Away,Loss,28,24,0.8571,SAC,West,Home,Win,23,16,0.6957
Smith,Michael,SAC,Home,Win,23,16,0.6957,GS,West,Away,Loss,28,24,0.8571
Lindsay,Mark,SAC,Home,Win,23,16,0.6957,GS,West,Away,Loss,28,24,0.8571
Capers,James,SAC,Home,Win,23,16,0.6957,GS,West,Away,Loss,28,24,0.8571
Jones,David,CLE,Away,Win,22,14,0.6364,LAC,West,Home,Loss,16,14,0.875
Salvatore,Bennett,CLE,Away,Win,22,14,0.6364,LAC,West,Home,Loss,16,14,0.875
Orr,J.T.,CLE,Away,Win,22,14,0.6364,LAC,West,Home,Loss,16,14,0.875
Jones,David,LAC,Home,Loss,16,14,0.875,CLE,East,Away,Win,22,14,0.6364
Salvatore,Bennett,LAC,Home,Loss,16,14,0.875,CLE,East,Away,Win,22,14,0.6364
Orr,J.T.,LAC,Home,Loss,16,14,0.875,CLE,East,Away,Win,22,14,0.6364
Fraher,Pat,ORL,Away,Loss,17,13,0.7647,CHI,East,Home,Win,24,17,0.7083
Wood,Leon,ORL,Away,Loss,17,13,0.7647,CHI,East,Home,Win,24,17,0.7083
Phillips,Jason,ORL,Away,Loss,17,13,0.7647,CHI,East,Home,Win,24,17,0.7083
Fraher,Pat,CHI,Home,Win,24,17,0.7083,ORL,East,Away,Loss,17,13,0.7647
Wood,Leon,CHI,Home,Win,24,17,0.7083,ORL,East,Away,Loss,17,13,0.7647
Phillips,Jason,CHI,Home,Win,24,17,0.7083,ORL,East,Away,Loss,17,13,0.7647
Garretson,Ron,TOR,Away,Loss,25,21,0.84,OKC,West,Home,Win,34,29,0.8529
Dalen,Eric,TOR,Away,Loss,25,21,0.84,OKC,West,Home,Win,34,29,0.8529
Forte,Brian,TOR,Away,Loss,25,21,0.84,OKC,West,Home,Win,34,29,0.8529
Garretson,Ron,OKC,Home,Win,34,29,0.8529,TOR,East,Away,Loss,25,21,0.84
Dalen,Eric,OKC,Home,Win,34,29,0.8529,TOR,East,Away,Loss,25,21,0.84
Forte,Brian,OKC,Home,Win,34,29,0.8529,TOR,East,Away,Loss,25,21,0.84
Palmer,Violet,DET,Away,Loss,25,21,0.84,DEN,West,Home,Win,22,17,0.7727
Goble,John,DET,Away,Loss,25,21,0.84,DEN,West,Home,Win,22,17,0.7727
Orr,J.T.,DET,Away,Loss,25,21,0.84,DEN,West,Home,Win,22,17,0.7727
Palmer,Violet,DEN,Home,Win,22,17,0.7727,DET,East,Away,Loss,25,21,0.84
Goble,John,DEN,Home,Win,22,17,0.7727,DET,East,Away,Loss,25,21,0.84
Orr,J.T.,DEN,Home,Win,22,17,0.7727,DET,East,Away,Loss,25,21,0.84
Wood,Leon,PHO,Away,Win,28,19,0.6786,CHA,East,Home,Loss,27,24,0.8889
Stafford,Derrick,PHO,Away,Win,28,19,0.6786,CHA,East,Home,Loss,27,24,0.8889
Cutler,Kevin,PHO,Away,Win,28,19,0.6786,CHA,East,Home,Loss,27,24,0.8889
Wood,Leon,CHA,Home,Loss,27,24,0.8889,PHO,West,Away,Win,28,19,0.6786
Stafford,Derrick,CHA,Home,Loss,27,24,0.8889,PHO,West,Away,Win,28,19,0.6786
Cutler,Kevin,CHA,Home,Loss,27,24,0.8889,PHO,West,Away,Win,28,19,0.6786
Callahan,Mike,BKN,Away,Loss,17,10,0.5882,MIA,East,Home,Win,16,13,0.8125
Brown,Tony,BKN,Away,Loss,17,10,0.5882,MIA,East,Home,Win,16,13,0.8125
Tiven,Josh,BKN,Away,Loss,17,10,0.5882,MIA,East,Home,Win,16,13,0.8125
Callahan,Mike,MIA,Home,Win,16,13,0.8125,BKN,East,Away,Loss,17,10,0.5882
Brown,Tony,MIA,Home,Win,16,13,0.8125,BKN,East,Away,Loss,17,10,0.5882
Tiven,Josh,MIA,Home,Win,16,13,0.8125,BKN,East,Away,Loss,17,10,0.5882
Mauer,Ken,IND,Away,Loss,9,8,0.8889,ATL,East,Home,Win,12,6,0.5
Richardson,Derek,IND,Away,Loss,9,8,0.8889,ATL,East,Home,Win,12,6,0.5
Fitzgerald,Kane,IND,Away,Loss,9,8,0.8889,ATL,East,Home,Win,12,6,0.5
Mauer,Ken,ATL,Home,Win,12,6,0.5,IND,East,Away,Loss,9,8,0.8889
Richardson,Derek,ATL,Home,Win,12,6,0.5,IND,East,Away,Loss,9,8,0.8889
Fitzgerald,Kane,ATL,Home,Win,12,6,0.5,IND,East,Away,Loss,9,8,0.8889
Adams,Bennie,WAS,Away,Loss,7,6,0.8571,BOS,East,Home,Win,34,28,0.8235
McCutchen,Monty,WAS,Away,Loss,7,6,0.8571,BOS,East,Home,Win,34,28,0.8235
Scott,Kevin,WAS,Away,Loss,7,6,0.8571,BOS,East,Home,Win,34,28,0.8235
Adams,Bennie,BOS,Home,Win,34,28,0.8235,WAS,East,Away,Loss,7,6,0.8571
McCutchen,Monty,BOS,Home,Win,34,28,0.8235,WAS,East,Away,Loss,7,6,0.8571
Scott,Kevin,BOS,Home,Win,34,28,0.8235,WAS,East,Away,Loss,7,6,0.8571
Richardson,Leroy,PHI,Away,Win,5,3,0.6,NO,West,Home,Loss,16,12,0.75
Brothers,Tony,PHI,Away,Win,5,3,0.6,NO,West,Home,Loss,16,12,0.75
Bavetta,Dick,PHI,Away,Win,5,3,0.6,NO,West,Home,Loss,16,12,0.75
Richardson,Leroy,NO,Home,Loss,16,12,0.75,PHI,East,Away,Win,5,3,0.6
Brothers,Tony,NO,Home,Loss,16,12,0.75,PHI,East,Away,Win,5,3,0.6
Bavetta,Dick,NO,Home,Loss,16,12,0.75,PHI,East,Away,Win,5,3,0.6
Zielinski,Gary,MEM,Away,Win,19,14,0.7368,MIL,East,Home,Loss,21,14,0.6667
Wall,Scott,MEM,Away,Win,19,14,0.7368,MIL,East,Home,Loss,21,14,0.6667
Phillips,Jason,MEM,Away,Win,19,14,0.7368,MIL,East,Home,Loss,21,14,0.6667
Zielinski,Gary,MIL,Home,Loss,21,14,0.6667,MEM,West,Away,Win,19,14,0.7368
Wall,Scott,MIL,Home,Loss,21,14,0.6667,MEM,West,Away,Win,19,14,0.7368
Phillips,Jason,MIL,Home,Loss,21,14,0.6667,MEM,West,Away,Win,19,14,0.7368
Kennedy,Bill,ORL,Away,Loss,20,16,0.8,MIN,West,Home,Win,22,15,0.6818
Goble,John,ORL,Away,Loss,20,16,0.8,MIN,West,Home,Win,22,15,0.6818
Twardoski,Scott,ORL,Away,Loss,20,16,0.8,MIN,West,Home,Win,22,15,0.6818
Kennedy,Bill,MIN,Home,Win,22,15,0.6818,ORL,East,Away,Loss,20,16,0.8
Goble,John,MIN,Home,Win,22,15,0.6818,ORL,East,Away,Loss,20,16,0.8
Twardoski,Scott,MIN,Home,Win,22,15,0.6818,ORL,East,Away,Loss,20,16,0.8
Crawford,Joe,DEN,Away,Win,21,12,0.5714,HOU,West,Home,Loss,23,17,0.7391
Guthrie,David,DEN,Away,Win,21,12,0.5714,HOU,West,Home,Loss,23,17,0.7391
Dalen,Eric,DEN,Away,Win,21,12,0.5714,HOU,West,Home,Loss,23,17,0.7391
Crawford,Joe,HOU,Home,Loss,23,17,0.7391,DEN,West,Away,Win,21,12,0.5714
Guthrie,David,HOU,Home,Loss,23,17,0.7391,DEN,West,Away,Win,21,12,0.5714
Dalen,Eric,HOU,Home,Loss,23,17,0.7391,DEN,West,Away,Win,21,12,0.5714
Mott,Rodney,TOR,Away,Loss,31,27,0.871,DAL,West,Home,Win,35,23,0.6571
Wright,Sean,TOR,Away,Loss,31,27,0.871,DAL,West,Home,Win,35,23,0.6571
Maddox,Tre,TOR,Away,Loss,31,27,0.871,DAL,West,Home,Win,35,23,0.6571
Mott,Rodney,DAL,Home,Win,35,23,0.6571,TOR,East,Away,Loss,31,27,0.871
Wright,Sean,DAL,Home,Win,35,23,0.6571,TOR,East,Away,Loss,31,27,0.871
Maddox,Tre,DAL,Home,Win,35,23,0.6571,TOR,East,Away,Loss,31,27,0.871
Malloy,Ed,LAL,Away,Loss,46,32,0.6957,UTA,West,Home,Win,18,16,0.8889
Collins,Derrick,LAL,Away,Loss,46,32,0.6957,UTA,West,Home,Win,18,16,0.8889
Lindsay,Mark,LAL,Away,Loss,46,32,0.6957,UTA,West,Home,Win,18,16,0.8889
Malloy,Ed,UTA,Home,Win,18,16,0.8889,LAL,West,Away,Loss,46,32,0.6957
Collins,Derrick,UTA,Home,Win,18,16,0.8889,LAL,West,Away,Loss,46,32,0.6957
Lindsay,Mark,UTA,Home,Win,18,16,0.8889,LAL,West,Away,Loss,46,32,0.6957
Jones,David,DET,Away,Loss,31,23,0.7419,SAC,West,Home,Win,24,18,0.75
Salvatore,Bennett,DET,Away,Loss,31,23,0.7419,SAC,West,Home,Win,24,18,0.75
Buchert,Nick,DET,Away,Loss,31,23,0.7419,SAC,West,Home,Win,24,18,0.75
Jones,David,SAC,Home,Win,24,18,0.75,DET,East,Away,Loss,31,23,0.7419
Salvatore,Bennett,SAC,Home,Win,24,18,0.75,DET,East,Away,Loss,31,23,0.7419
Buchert,Nick,SAC,Home,Win,24,18,0.75,DET,East,Away,Loss,31,23,0.7419
Washington,Tom,CLE,Away,Loss,21,13,0.619,GS,West,Home,Win,23,17,0.7391
Ayotte,Mark,CLE,Away,Loss,21,13,0.619,GS,West,Home,Win,23,17,0.7391
Lewis,Eric,CLE,Away,Loss,21,13,0.619,GS,West,Home,Win,23,17,0.7391
Washington,Tom,GS,Home,Win,23,17,0.7391,CLE,East,Away,Loss,21,13,0.619
Ayotte,Mark,GS,Home,Win,23,17,0.7391,CLE,East,Away,Loss,21,13,0.619
Lewis,Eric,GS,Home,Win,23,17,0.7391,CLE,East,Away,Loss,21,13,0.619
Smith,Michael,SA,Away,Loss,24,16,0.6667,LAC,West,Home,Win,9,8,0.8889
Boland,Matt,SA,Away,Loss,24,16,0.6667,LAC,West,Home,Win,9,8,0.8889
Capers,James,SA,Away,Loss,24,16,0.6667,LAC,West,Home,Win,9,8,0.8889
Smith,Michael,LAC,Home,Win,9,8,0.8889,SA,West,Away,Loss,24,16,0.6667
Boland,Matt,LAC,Home,Win,9,8,0.8889,SA,West,Away,Loss,24,16,0.6667
Capers,James,LAC,Home,Win,9,8,0.8889,SA,West,Away,Loss,24,16,0.6667
Corbin,Sean,OKC,Away,Win,21,20,0.9524,CHI,East,Home,Loss,18,16,0.8889
Stafford,Derrick,OKC,Away,Win,21,20,0.9524,CHI,East,Home,Loss,18,16,0.8889
Roe,Eli,OKC,Away,Win,21,20,0.9524,CHI,East,Home,Loss,18,16,0.8889
Corbin,Sean,CHI,Home,Loss,18,16,0.8889,OKC,West,Away,Win,21,20,0.9524
Stafford,Derrick,CHI,Home,Loss,18,16,0.8889,OKC,West,Away,Win,21,20,0.9524
Roe,Eli,CHI,Home,Loss,18,16,0.8889,OKC,West,Away,Win,21,20,0.9524
Washington,Tom,LAC,Away,Win,25,18,0.72,POR,West,Home,Loss,30,19,0.6333
Lewis,Eric,LAC,Away,Win,25,18,0.72,POR,West,Home,Loss,30,19,0.6333
Lindsay,Mark,LAC,Away,Win,25,18,0.72,POR,West,Home,Loss,30,19,0.6333
Washington,Tom,POR,Home,Loss,30,19,0.6333,LAC,West,Away,Win,25,18,0.72
Lewis,Eric,POR,Home,Loss,30,19,0.6333,LAC,West,Away,Win,25,18,0.72
Lindsay,Mark,POR,Home,Loss,30,19,0.6333,LAC,West,Away,Win,25,18,0.72
Wood,Leon,MIL,Away,Win,19,15,0.7895,WAS,East,Home,Loss,22,19,0.8636
Callahan,Mike,MIL,Away,Win,19,15,0.7895,WAS,East,Home,Loss,22,19,0.8636
Blair,Curtis,MIL,Away,Win,19,15,0.7895,WAS,East,Home,Loss,22,19,0.8636
Wood,Leon,WAS,Home,Loss,22,19,0.8636,MIL,East,Away,Win,19,15,0.7895
Callahan,Mike,WAS,Home,Loss,22,19,0.8636,MIL,East,Away,Win,19,15,0.7895
Blair,Curtis,WAS,Home,Loss,22,19,0.8636,MIL,East,Away,Win,19,15,0.7895
Richardson,Leroy,BKN,Away,Win,25,16,0.64,ORL,East,Home,Loss,8,4,0.5
Mauer,Ken,BKN,Away,Win,25,16,0.64,ORL,East,Home,Loss,8,4,0.5
Cutler,Kevin,BKN,Away,Win,25,16,0.64,ORL,East,Home,Loss,8,4,0.5
