offLNm,offFNm,teamAbbr,teamLoc,teamRslt,teamFTA,teamFTM,teamFT%,opptAbbr,opptConf,opptLoc,opptRslt,opptFTA,opptFTM,opptFT%
Kennedy,Bill,ATL,Home,Loss,23,19,0.8261,NY,East,Away,Win,19,13,0.6842
Guthrie,David,ATL,Home,Loss,23,19,0.8261,NY,East,Away,Win,19,13,0.6842
Twardoski,Scott,ATL,Home,Loss,23,19,0.8261,NY,East,Away,Win,19,13,0.6842
Mauer,Ken,CHI,Away,Win,17,13,0.7647,BKN,East,Home,Loss,22,19,0.8636
Corbin,Sean,CHI,Away,Win,17,13,0.7647,BKN,East,Home,Loss,22,19,0.8636
Dalen,Eric,CHI,Away,Win,17,13,0.7647,BKN,East,Home,Loss,22,19,0.8636
Mauer,Ken,BKN,Home,Loss,22,19,0.8636,CHI,East,Away,Win,17,13,0.7647
Corbin,Sean,BKN,Home,Loss,22,19,0.8636,CHI,East,Away,Win,17,13,0.7647
Dalen,Eric,BKN,Home,Loss,22,19,0.8636,CHI,East,Away,Win,17,13,0.7647
Jones,David,ORL,Away,Loss,28,17,0.6071,MIA,East,Home,Win,23,19,0.8261
Zarba,Zach,ORL,Away,Loss,28,17,0.6071,MIA,East,Home,Win,23,19,0.8261
Blair,Curtis,ORL,Away,Loss,28,17,0.6071,MIA,East,Home,Win,23,19,0.8261
Jones,David,MIA,Home,Win,23,19,0.8261,ORL,East,Away,Loss,28,17,0.6071
Zarba,Zach,MIA,Home,Win,23,19,0.8261,ORL,East,Away,Loss,28,17,0.6071
Blair,Curtis,MIA,Home,Win,23,19,0.8261,ORL,East,Away,Loss,28,17,0.6071
Foster,Scott,NO,Away,Win,24,20,0.8333,MIN,West,Home,Loss,28,22,0.7857
Roe,Eli,NO,Away,Win,24,20,0.8333,MIN,West,Home,Loss,28,22,0.7857
Tiven,Josh,NO,Away,Win,24,20,0.8333,MIN,West,Home,Loss,28,22,0.7857
Foster,Scott,MIN,Home,Loss,28,22,0.7857,NO,West,Away,Win,24,20,0.8333
Roe,Eli,MIN,Home,Loss,28,22,0.7857,NO,West,Away,Win,24,20,0.8333
Tiven,Josh,MIN,Home,Loss,28,22,0.7857,NO,West,Away,Win,24,20,0.8333
Callahan,Mike,POR,Away,Loss,9,6,0.6667,OKC,West,Home,Win,27,19,0.7037
Richardson,Derek,POR,Away,Loss,9,6,0.6667,OKC,West,Home,Win,27,19,0.7037
Ayotte,Mark,POR,Away,Loss,9,6,0.6667,OKC,West,Home,Win,27,19,0.7037
Callahan,Mike,OKC,Home,Win,27,19,0.7037,POR,West,Away,Loss,9,6,0.6667
Richardson,Derek,OKC,Home,Win,27,19,0.7037,POR,West,Away,Loss,9,6,0.6667
Ayotte,Mark,OKC,Home,Win,27,19,0.7037,POR,West,Away,Loss,9,6,0.6667
Garretson,Ron,DAL,Away,Loss,23,15,0.6522,UTA,West,Home,Win,26,16,0.6154
Brown,Tony,DAL,Away,Loss,23,15,0.6522,UTA,West,Home,Win,26,16,0.6154
Goble,John,DAL,Away,Loss,23,15,0.6522,UTA,West,Home,Win,26,16,0.6154
Garretson,Ron,UTA,Home,Win,26,16,0.6154,DAL,West,Away,Loss,23,15,0.6522
Brown,Tony,UTA,Home,Win,26,16,0.6154,DAL,West,Away,Loss,23,15,0.6522
Goble,John,UTA,Home,Win,26,16,0.6154,DAL,West,Away,Loss,23,15,0.6522
Wall,Scott,LAL,Away,Loss,13,8,0.6154,SAC,West,Home,Win,36,28,0.7778
Phillips,Jason,LAL,Away,Loss,13,8,0.6154,SAC,West,Home,Win,36,28,0.7778
Taylor,Dedric,LAL,Away,Loss,13,8,0.6154,SAC,West,Home,Win,36,28,0.7778
Wall,Scott,SAC,Home,Win,36,28,0.7778,LAL,West,Away,Loss,13,8,0.6154
Phillips,Jason,SAC,Home,Win,36,28,0.7778,LAL,West,Away,Loss,13,8,0.6154
Taylor,Dedric,SAC,Home,Win,36,28,0.7778,LAL,West,Away,Loss,13,8,0.6154
Zielinski,Gary,MEM,Away,Loss,25,20,0.8,GS,West,Home,Win,27,20,0.7407
Crawford,Dan,MEM,Away,Loss,25,20,0.8,GS,West,Home,Win,27,20,0.7407
Maddox,Tre,MEM,Away,Loss,25,20,0.8,GS,West,Home,Win,27,20,0.7407
Zielinski,Gary,GS,Home,Win,27,20,0.7407,MEM,West,Away,Loss,25,20,0.8
Crawford,Dan,GS,Home,Win,27,20,0.7407,MEM,West,Away,Loss,25,20,0.8
Maddox,Tre,GS,Home,Win,27,20,0.7407,MEM,West,Away,Loss,25,20,0.8
Adams,Bennie,DEN,Away,Loss,22,15,0.6818,LAC,West,Home,Win,37,29,0.7838
Scott,Kevin,DEN,Away,Loss,22,15,0.6818,LAC,West,Home,Win,37,29,0.7838
Taylor,Ben,DEN,Away,Loss,22,15,0.6818,LAC,West,Home,Win,37,29,0.7838
Adams,Bennie,LAC,Home,Win,37,29,0.7838,DEN,West,Away,Loss,22,15,0.6818
Scott,Kevin,LAC,Home,Win,37,29,0.7838,DEN,West,Away,Loss,22,15,0.6818
Taylor,Ben,LAC,Home,Win,37,29,0.7838,DEN,West,Away,Loss,22,15,0.6818
Richardson,Leroy,TOR,Away,Loss,20,14,0.7,BOS,East,Home,Win,15,13,0.8667
Stafford,Derrick,TOR,Away,Loss,20,14,0.7,BOS,East,Home,Win,15,13,0.8667
Roe,Eli,TOR,Away,Loss,20,14,0.7,BOS,East,Home,Win,15,13,0.8667
Richardson,Leroy,BOS,Home,Win,15,13,0.8667,TOR,East,Away,Loss,20,14,0.7
Stafford,Derrick,BOS,Home,Win,15,13,0.8667,TOR,East,Away,Loss,20,14,0.7
Roe,Eli,BOS,Home,Win,15,13,0.8667,TOR,East,Away,Loss,20,14,0.7
Washington,Tom,WAS,Away,Loss,17,14,0.8235,IND,East,Home,Win,17,10,0.5882
Lewis,Eric,WAS,Away,Loss,17,14,0.8235,IND,East,Home,Win,17,10,0.5882
Workman,Haywoode,WAS,Away,Loss,17,14,0.8235,IND,East,Home,Win,17,10,0.5882
Washington,Tom,IND,Home,Win,17,10,0.5882,WAS,East,Away,Loss,17,14,0.8235
Lewis,Eric,IND,Home,Win,17,10,0.5882,WAS,East,Away,Loss,17,14,0.8235
Workman,Haywoode,IND,Home,Win,17,10,0.5882,WAS,East,Away,Loss,17,14,0.8235
Spooner,Bill,LAC,Away,Win,18,13,0.7222,PHO,West,Home,Loss,20,12,0.6
Collins,Derrick,LAC,Away,Win,18,13,0.7222,PHO,West,Home,Loss,20,12,0.6
Cutler,Kevin,LAC,Away,Win,18,13,0.7222,PHO,West,Home,Loss,20,12,0.6
Spooner,Bill,PHO,Home,Loss,20,12,0.6,LAC,West,Away,Win,18,13,0.7222
Collins,Derrick,PHO,Home,Loss,20,12,0.6,LAC,West,Away,Win,18,13,0.7222
Cutler,Kevin,PHO,Home,Loss,20,12,0.6,LAC,West,Away,Win,18,13,0.7222
Kirkland,Courtney,ATL,Away,Loss,7,5,0.7143,CHI,East,Home,Win,26,22,0.8462
Crawford,Dan,ATL,Away,Loss,7,5,0.7143,CHI,East,Home,Win,26,22,0.8462
Tiven,Josh,ATL,Away,Loss,7,5,0.7143,CHI,East,Home,Win,26,22,0.8462
Kirkland,Courtney,CHI,Home,Win,26,22,0.8462,ATL,East,Away,Loss,7,5,0.7143
Crawford,Dan,CHI,Home,Win,26,22,0.8462,ATL,East,Away,Loss,7,5,0.7143
Tiven,Josh,CHI,Home,Win,26,22,0.8462,ATL,East,Away,Loss,7,5,0.7143
Mauer,Ken,POR,Away,Loss,18,15,0.8333,DAL,West,Home,Win,34,27,0.7941
Guthrie,David,POR,Away,Loss,18,15,0.8333,DAL,West,Home,Win,34,27,0.7941
Maddox,Tre,POR,Away,Loss,18,15,0.8333,DAL,West,Home,Win,34,27,0.7941
Mauer,Ken,DAL,Home,Win,34,27,0.7941,POR,West,Away,Loss,18,15,0.8333
Guthrie,David,DAL,Home,Win,34,27,0.7941,POR,West,Away,Loss,18,15,0.8333
Maddox,Tre,DAL,Home,Win,34,27,0.7941,POR,West,Away,Loss,18,15,0.8333
Jones,David,UTA,Away,Loss,18,10,0.5556,HOU,West,Home,Win,34,23,0.6765
Zarba,Zach,UTA,Away,Loss,18,10,0.5556,HOU,West,Home,Win,34,23,0.6765
Barnaky,Brent,UTA,Away,Loss,18,10,0.5556,HOU,West,Home,Win,34,23,0.6765
Jones,David,HOU,Home,Win,34,23,0.6765,UTA,West,Away,Loss,18,10,0.5556
Zarba,Zach,HOU,Home,Win,34,23,0.6765,UTA,West,Away,Loss,18,10,0.5556
Barnaky,Brent,HOU,Home,Win,34,23,0.6765,UTA,West,Away,Loss,18,10,0.5556
Smith,Michael,IND,Away,Loss,15,11,0.7333,MEM,West,Home,Win,26,21,0.8077
Callahan,Mike,IND,Away,Loss,15,11,0.7333,MEM,West,Home,Win,26,21,0.8077
Williams,James,IND,Away,Loss,15,11,0.7333,MEM,West,Home,Win,26,21,0.8077
Smith,Michael,MEM,Home,Win,26,21,0.8077,IND,East,Away,Loss,15,11,0.7333
Callahan,Mike,MEM,Home,Win,26,21,0.8077,IND,East,Away,Loss,15,11,0.7333
Williams,James,MEM,Home,Win,26,21,0.8077,IND,East,Away,Loss,15,11,0.7333
Lewis,Eric,BOS,Away,Win,14,8,0.5714,MIL,East,Home,Loss,16,11,0.6875
Capers,James,BOS,Away,Win,14,8,0.5714,MIL,East,Home,Loss,16,11,0.6875
Taylor,Ben,BOS,Away,Win,14,8,0.5714,MIL,East,Home,Loss,16,11,0.6875
Lewis,Eric,MIL,Home,Loss,16,11,0.6875,BOS,East,Away,Win,14,8,0.5714
Capers,James,MIL,Home,Loss,16,11,0.6875,BOS,East,Away,Win,14,8,0.5714
Taylor,Ben,MIL,Home,Loss,16,11,0.6875,BOS,East,Away,Win,14,8,0.5714
Zielinski,Gary,OKC,Away,Win,31,22,0.7097,MIN,West,Home,Loss,35,29,0.8286
Fraher,Pat,OKC,Away,Win,31,22,0.7097,MIN,West,Home,Loss,35,29,0.8286
Davis,Marc,OKC,Away,Win,31,22,0.7097,MIN,West,Home,Loss,35,29,0.8286
Zielinski,Gary,MIN,Home,Loss,35,29,0.8286,OKC,West,Away,Win,31,22,0.7097
Fraher,Pat,MIN,Home,Loss,35,29,0.8286,OKC,West,Away,Win,31,22,0.7097
Davis,Marc,MIN,Home,Loss,35,29,0.8286,OKC,West,Away,Win,31,22,0.7097
Brown,Tony,SA,Away,Loss,13,10,0.7692,NO,West,Home,Win,25,17,0.68
McCutchen,Monty,SA,Away,Loss,13,10,0.7692,NO,West,Home,Win,25,17,0.68
Buchert,Nick,SA,Away,Loss,13,10,0.7692,NO,West,Home,Win,25,17,0.68
Brown,Tony,NO,Home,Win,25,17,0.68,SA,West,Away,Loss,13,10,0.7692
McCutchen,Monty,NO,Home,Win,25,17,0.68,SA,West,Away,Loss,13,10,0.7692
Buchert,Nick,NO,Home,Win,25,17,0.68,SA,West,Away,Loss,13,10,0.7692
Malloy,Ed,ORL,Away,Loss,13,5,0.3846,BKN,East,Home,Win,23,14,0.6087
Lindsay,Mark,ORL,Away,Loss,13,5,0.3846,BKN,East,Home,Win,23,14,0.6087
Kogut,Marat,ORL,Away,Loss,13,5,0.3846,BKN,East,Home,Win,23,14,0.6087
Malloy,Ed,BKN,Home,Win,23,14,0.6087,ORL,East,Away,Loss,13,5,0.3846
Lindsay,Mark,BKN,Home,Win,23,14,0.6087,ORL,East,Away,Loss,13,5,0.3846
Kogut,Marat,BKN,Home,Win,23,14,0.6087,ORL,East,Away,Loss,13,5,0.3846
Foster,Scott,WAS,Away,Loss,21,16,0.7619,CLE,East,Home,Win,17,11,0.6471
Fitzgerald,Kane,WAS,Away,Loss,21,16,0.7619,CLE,East,Home,Win,17,11,0.6471
Twardoski,Scott,WAS,Away,Loss,21,16,0.7619,CLE,East,Home,Win,17,11,0.6471
Foster,Scott,CLE,Home,Win,17,11,0.6471,WAS,East,Away,Loss,21,16,0.7619
Fitzgerald,Kane,CLE,Home,Win,17,11,0.6471,WAS,East,Away,Loss,21,16,0.7619
Twardoski,Scott,CLE,Home,Win,17,11,0.6471,WAS,East,Away,Loss,21,16,0.7619
Salvatore,Bennett,DET,Away,Win,27,20,0.7407,NY,East,Home,Loss,27,17,0.6296
Dalen,Eric,DET,Away,Win,27,20,0.7407,NY,East,Home,Loss,27,17,0.6296
Holtkamp,Lauren,DET,Away,Win,27,20,0.7407,NY,East,Home,Loss,27,17,0.6296
Salvatore,Bennett,NY,Home,Loss,27,17,0.6296,DET,East,Away,Win,27,20,0.7407
Dalen,Eric,NY,Home,Loss,27,17,0.6296,DET,East,Away,Win,27,20,0.7407
Holtkamp,Lauren,NY,Home,Loss,27,17,0.6296,DET,East,Away,Win,27,20,0.7407
Brothers,Tony,MIA,Away,Win,20,15,0.75,PHI,East,Home,Loss,25,20,0.8
Palmer,Violet,MIA,Away,Win,20,15,0.75,PHI,East,Home,Loss,25,20,0.8
Forte,Brian,MIA,Away,Win,20,15,0.75,PHI,East,Home,Loss,25,20,0.8
Brothers,Tony,PHI,Home,Loss,25,20,0.8,MIA,East,Away,Win,20,15,0.75
Palmer,Violet,PHI,Home,Loss,25,20,0.8,MIA,East,Away,Win,20,15,0.75
Forte,Brian,PHI,Home,Loss,25,20,0.8,MIA,East,Away,Win,20,15,0.75
Corbin,Sean,CHA,Away,Loss,16,15,0.9375,TOR,East,Home,Win,4,4,1
Crawford,Joe,CHA,Away,Loss,16,15,0.9375,TOR,East,Home,Win,4,4,1
Boland,Matt,CHA,Away,Loss,16,15,0.9375,TOR,East,Home,Win,4,4,1
Corbin,Sean,TOR,Home,Win,4,4,1,CHA,East,Away,Loss,16,15,0.9375
Crawford,Joe,TOR,Home,Win,4,4,1,CHA,East,Away,Loss,16,15,0.9375
Boland,Matt,TOR,Home,Win,4,4,1,CHA,East,Away,Loss,16,15,0.9375
Wood,Leon,DEN,Away,Loss,36,30,0.8333,GS,West,Home,Win,34,26,0.7647
Wall,Scott,DEN,Away,Loss,36,30,0.8333,GS,West,Home,Win,34,26,0.7647
Kennedy,Bill,DEN,Away,Loss,36,30,0.8333,GS,West,Home,Win,34,26,0.7647
Wood,Leon,GS,Home,Win,34,26,0.7647,DEN,West,Away,Loss,36,30,0.8333
Wall,Scott,GS,Home,Win,34,26,0.7647,DEN,West,Away,Loss,36,30,0.8333
Kennedy,Bill,GS,Home,Win,34,26,0.7647,DEN,West,Away,Loss,36,30,0.8333
Garretson,Ron,SAC,Away,Win,41,22,0.5366,LAL,West,Home,Loss,25,20,0.8
Richardson,Derek,SAC,Away,Win,41,22,0.5366,LAL,West,Home,Loss,25,20,0.8
Orr,J.T.,SAC,Away,Win,41,22,0.5366,LAL,West,Home,Loss,25,20,0.8
Garretson,Ron,LAL,Home,Loss,25,20,0.8,SAC,West,Away,Win,41,22,0.5366
Richardson,Derek,LAL,Home,Loss,25,20,0.8,SAC,West,Away,Win,41,22,0.5366
Orr,J.T.,LAL,Home,Loss,25,20,0.8,SAC,West,Away,Win,41,22,0.5366
Smith,Michael,DET,Away,Win,26,20,0.7692,ATL,East,Home,Loss,15,12,0.8
Zarba,Zach,DET,Away,Win,26,20,0.7692,ATL,East,Home,Loss,15,12,0.8
Roe,Eli,DET,Away,Win,26,20,0.7692,ATL,East,Home,Loss,15,12,0.8
Smith,Michael,ATL,Home,Loss,15,12,0.8,DET,East,Away,Win,26,20,0.7692
Zarba,Zach,ATL,Home,Loss,15,12,0.8,DET,East,Away,Win,26,20,0.7692
Roe,Eli,ATL,Home,Loss,15,12,0.8,DET,East,Away,Win,26,20,0.7692
Foster,Scott,CLE,Away,Loss,17,10,0.5882,CHI,East,Home,Win,23,16,0.6957
Ayotte,Mark,CLE,Away,Loss,17,10,0.5882,CHI,East,Home,Win,23,16,0.6957
Taylor,Ben,CLE,Away,Loss,17,10,0.5882,CHI,East,Home,Win,23,16,0.6957
Foster,Scott,CHI,Home,Win,23,16,0.6957,CLE,East,Away,Loss,17,10,0.5882
Ayotte,Mark,CHI,Home,Win,23,16,0.6957,CLE,East,Away,Loss,17,10,0.5882
Taylor,Ben,CHI,Home,Win,23,16,0.6957,CLE,East,Away,Loss,17,10,0.5882
Collins,Derrick,NO,Away,Loss,27,19,0.7037,GS,West,Home,Win,22,20,0.9091
Twardoski,Scott,NO,Away,Loss,27,19,0.7037,GS,West,Home,Win,22,20,0.9091
Capers,James,NO,Away,Loss,27,19,0.7037,GS,West,Home,Win,22,20,0.9091
Collins,Derrick,GS,Home,Win,22,20,0.9091,NO,West,Away,Loss,27,19,0.7037
Twardoski,Scott,GS,Home,Win,22,20,0.9091,NO,West,Away,Loss,27,19,0.7037
Capers,James,GS,Home,Win,22,20,0.9091,NO,West,Away,Loss,27,19,0.7037
Phillips,Jason,WAS,Away,Win,25,15,0.6,ORL,East,Home,Loss,12,8,0.6667
Lewis,Eric,WAS,Away,Win,25,15,0.6,ORL,East,Home,Loss,12,8,0.6667
Taylor,Dedric,WAS,Away,Win,25,15,0.6,ORL,East,Home,Loss,12,8,0.6667
Phillips,Jason,ORL,Home,Loss,12,8,0.6667,WAS,East,Away,Win,25,15,0.6
Lewis,Eric,ORL,Home,Loss,12,8,0.6667,WAS,East,Away,Win,25,15,0.6
Taylor,Dedric,ORL,Home,Loss,12,8,0.6667,WAS,East,Away,Win,25,15,0.6
Mott,Rodney,PHI,Away,Loss,23,20,0.8696,BOS,East,Home,Win,27,26,0.963
Zarba,Zach,PHI,Away,Loss,23,20,0.8696,BOS,East,Home,Win,27,26,0.963
Roe,Eli,PHI,Away,Loss,23,20,0.8696,BOS,East,Home,Win,27,26,0.963
Mott,Rodney,BOS,Home,Win,27,26,0.963,PHI,East,Away,Loss,23,20,0.8696
Zarba,Zach,BOS,Home,Win,27,26,0.963,PHI,East,Away,Loss,23,20,0.8696
Roe,Eli,BOS,Home,Win,27,26,0.963,PHI,East,Away,Loss,23,20,0.8696
Stafford,Derrick,CHI,Away,Win,20,17,0.85,BKN,East,Home,Loss,28,22,0.7857
Buchert,Nick,CHI,Away,Win,20,17,0.85,BKN,East,Home,Loss,28,22,0.7857
Scott,Kevin,CHI,Away,Win,20,17,0.85,BKN,East,Home,Loss,28,22,0.7857
Stafford,Derrick,BKN,Home,Loss,28,22,0.7857,CHI,East,Away,Win,20,17,0.85
Buchert,Nick,BKN,Home,Loss,28,22,0.7857,CHI,East,Away,Win,20,17,0.85
Scott,Kevin,BKN,Home,Loss,28,22,0.7857,CHI,East,Away,Win,20,17,0.85
Wall,Scott,UTA,Away,Loss,21,15,0.7143,DET,East,Home,Win,34,25,0.7353
Crawford,Joe,UTA,Away,Loss,21,15,0.7143,DET,East,Home,Win,34,25,0.7353
Van Duyne,Justin,UTA,Away,Loss,21,15,0.7143,DET,East,Home,Win,34,25,0.7353
Wall,Scott,DET,Home,Win,34,25,0.7353,UTA,West,Away,Loss,21,15,0.7143
Crawford,Joe,DET,Home,Win,34,25,0.7353,UTA,West,Away,Loss,21,15,0.7143
Van Duyne,Justin,DET,Home,Win,34,25,0.7353,UTA,West,Away,Loss,21,15,0.7143
Smith,Michael,CHA,Away,Loss,29,22,0.7586,MIA,East,Home,Win,21,20,0.9524
Davis,Marc,CHA,Away,Loss,29,22,0.7586,MIA,East,Home,Win,21,20,0.9524
Lane,Karl,CHA,Away,Loss,29,22,0.7586,MIA,East,Home,Win,21,20,0.9524
Smith,Michael,MIA,Home,Win,21,20,0.9524,CHA,East,Away,Loss,29,22,0.7586
Davis,Marc,MIA,Home,Win,21,20,0.9524,CHA,East,Away,Loss,29,22,0.7586
Lane,Karl,MIA,Home,Win,21,20,0.9524,CHA,East,Away,Loss,29,22,0.7586
Richardson,Leroy,IND,Away,Loss,31,26,0.8387,TOR,East,Home,Win,39,27,0.6923
Mauer,Ken,IND,Away,Loss,31,26,0.8387,TOR,East,Home,Win,39,27,0.6923
Adams,Bennie,IND,Away,Loss,31,26,0.8387,TOR,East,Home,Win,39,27,0.6923
Richardson,Leroy,TOR,Home,Win,39,27,0.6923,IND,East,Away,Loss,31,26,0.8387
Mauer,Ken,TOR,Home,Win,39,27,0.6923,IND,East,Away,Loss,31,26,0.8387
Adams,Bennie,TOR,Home,Win,39,27,0.6923,IND,East,Away,Loss,31,26,0.8387
Crawford,Dan,DEN,Away,Win,18,12,0.6667,HOU,West,Home,Loss,26,17,0.6538
Barnaky,Brent,DEN,Away,Win,18,12,0.6667,HOU,West,Home,Loss,26,17,0.6538
Forte,Brian,DEN,Away,Win,18,12,0.6667,HOU,West,Home,Loss,26,17,0.6538
Crawford,Dan,HOU,Home,Loss,26,17,0.6538,DEN,West,Away,Win,18,12,0.6667
Barnaky,Brent,HOU,Home,Loss,26,17,0.6538,DEN,West,Away,Win,18,12,0.6667
Forte,Brian,HOU,Home,Loss,26,17,0.6538,DEN,West,Away,Win,18,12,0.6667
Richardson,Derek,CLE,Away,Win,17,11,0.6471,MEM,West,Home,Loss,22,16,0.7273
Goble,John,CLE,Away,Win,17,11,0.6471,MEM,West,Home,Loss,22,16,0.7273
Fitzgerald,Kane,CLE,Away,Win,17,11,0.6471,MEM,West,Home,Loss,22,16,0.7273
Richardson,Derek,MEM,Home,Loss,22,16,0.7273,CLE,East,Away,Win,17,11,0.6471
Goble,John,MEM,Home,Loss,22,16,0.7273,CLE,East,Away,Win,17,11,0.6471
Fitzgerald,Kane,MEM,Home,Loss,22,16,0.7273,CLE,East,Away,Win,17,11,0.6471
Callahan,Mike,NY,Away,Win,35,29,0.8286,MIL,East,Home,Loss,31,28,0.9032
Ayotte,Mark,NY,Away,Win,35,29,0.8286,MIL,East,Home,Loss,31,28,0.9032
Ford,Tyler,NY,Away,Win,35,29,0.8286,MIL,East,Home,Loss,31,28,0.9032
Callahan,Mike,MIL,Home,Loss,31,28,0.9032,NY,East,Away,Win,35,29,0.8286
Ayotte,Mark,MIL,Home,Loss,31,28,0.9032,NY,East,Away,Win,35,29,0.8286
Ford,Tyler,MIL,Home,Loss,31,28,0.9032,NY,East,Away,Win,35,29,0.8286
Brown,Tony,SA,Away,Loss,13,11,0.8462,OKC,West,Home,Win,22,21,0.9545
McCutchen,Monty,SA,Away,Loss,13,11,0.8462,OKC,West,Home,Win,22,21,0.9545
Maddox,Tre,SA,Away,Loss,13,11,0.8462,OKC,West,Home,Win,22,21,0.9545
Brown,Tony,OKC,Home,Win,22,21,0.9545,SA,West,Away,Loss,13,11,0.8462
McCutchen,Monty,OKC,Home,Win,22,21,0.9545,SA,West,Away,Loss,13,11,0.8462
Maddox,Tre,OKC,Home,Win,22,21,0.9545,SA,West,Away,Loss,13,11,0.8462
Washington,Tom,DAL,Away,Win,31,21,0.6774,PHO,West,Home,Loss,33,21,0.6364
Collins,Derrick,DAL,Away,Win,31,21,0.6774,PHO,West,Home,Loss,33,21,0.6364
Blair,Curtis,DAL,Away,Win,31,21,0.6774,PHO,West,Home,Loss,33,21,0.6364
Washington,Tom,PHO,Home,Loss,33,21,0.6364,DAL,West,Away,Win,31,21,0.6774
Collins,Derrick,PHO,Home,Loss,33,21,0.6364,DAL,West,Away,Win,31,21,0.6774
Blair,Curtis,PHO,Home,Loss,33,21,0.6364,DAL,West,Away,Win,31,21,0.6774
Garretson,Ron,NO,Away,Loss,18,11,0.6111,POR,West,Home,Win,14,12,0.8571
Guthrie,David,NO,Away,Loss,18,11,0.6111,POR,West,Home,Win,14,12,0.8571
Anderson,Steven,NO,Away,Loss,18,11,0.6111,POR,West,Home,Win,14,12,0.8571
Garretson,Ron,POR,Home,Win,14,12,0.8571,NO,West,Away,Loss,18,11,0.6111
Guthrie,David,POR,Home,Win,14,12,0.8571,NO,West,Away,Loss,18,11,0.6111
Anderson,Steven,POR,Home,Win,14,12,0.8571,NO,West,Away,Loss,18,11,0.6111
Kirkland,Courtney,LAC,Away,Win,31,21,0.6774,SAC,West,Home,Loss,18,11,0.6111
Wright,Sean,LAC,Away,Win,31,21,0.6774,SAC,West,Home,Loss,18,11,0.6111
Holtkamp,Lauren,LAC,Away,Win,31,21,0.6774,SAC,West,Home,Loss,18,11,0.6111
Kirkland,Courtney,SAC,Home,Loss,18,11,0.6111,LAC,West,Away,Win,31,21,0.6774
Wright,Sean,SAC,Home,Loss,18,11,0.6111,LAC,West,Away,Win,31,21,0.6774
Holtkamp,Lauren,SAC,Home,Loss,18,11,0.6111,LAC,West,Away,Win,31,21,0.6774
Zielinski,Gary,MIN,Away,Win,37,31,0.8378,LAL,West,Home,Loss,35,32,0.9143
Spooner,Bill,MIN,Away,Win,37,31,0.8378,LAL,West,Home,Loss,35,32,0.9143
Orr,J.T.,MIN,Away,Win,37,31,0.8378,LAL,West,Home,Loss,35,32,0.9143
Zielinski,Gary,LAL,Home,Loss,35,32,0.9143,MIN,West,Away,Win,37,31,0.8378
Spooner,Bill,LAL,Home,Loss,35,32,0.9143,MIN,West,Away,Win,37,31,0.8378
Orr,J.T.,LAL,Home,Loss,35,32,0.9143,MIN,West,Away,Win,37,31,0.8378
Foster,Scott,MEM,Away,Win,29,23,0.7931,IND,East,Home,Loss,24,17,0.7083
Tiven,Josh,MEM,Away,Win,29,23,0.7931,IND,East,Home,Loss,24,17,0.7083
Taylor,Ben,MEM,Away,Win,29,23,0.7931,IND,East,Home,Loss,24,17,0.7083
Foster,Scott,IND,Home,Loss,24,17,0.7083,MEM,West,Away,Win,29,23,0.7931
Tiven,Josh,IND,Home,Loss,24,17,0.7083,MEM,West,Away,Win,29,23,0.7931
Taylor,Ben,IND,Home,Loss,24,17,0.7083,MEM,West,Away,Win,29,23,0.7931
Brothers,Tony,ATL,Away,Win,26,18,0.6923,NY,East,Home,Loss,21,19,0.9048
Wood,Leon,ATL,Away,Win,26,18,0.6923,NY,East,Home,Loss,21,19,0.9048
Williams,James,ATL,Away,Win,26,18,0.6923,NY,East,Home,Loss,21,19,0.9048
Brothers,Tony,NY,Home,Loss,21,19,0.9048,ATL,East,Away,Win,26,18,0.6923
Wood,Leon,NY,Home,Loss,21,19,0.9048,ATL,East,Away,Win,26,18,0.6923
Williams,James,NY,Home,Loss,21,19,0.9048,ATL,East,Away,Win,26,18,0.6923
Corbin,Sean,DAL,Away,Loss,15,12,0.8,LAC,West,Home,Win,33,20,0.6061
Dalen,Eric,DAL,Away,Loss,15,12,0.8,LAC,West,Home,Win,33,20,0.6061
Capers,James,DAL,Away,Loss,15,12,0.8,LAC,West,Home,Win,33,20,0.6061
Corbin,Sean,LAC,Home,Win,33,20,0.6061,DAL,West,Away,Loss,15,12,0.8
Dalen,Eric,LAC,Home,Win,33,20,0.6061,DAL,West,Away,Loss,15,12,0.8
Capers,James,LAC,Home,Win,33,20,0.6061,DAL,West,Away,Loss,15,12,0.8
Mott,Rodney,MIA,Away,Loss,22,20,0.9091,CLE,East,Home,Win,21,18,0.8571
Crawford,Dan,MIA,Away,Loss,22,20,0.9091,CLE,East,Home,Win,21,18,0.8571
Maddox,Tre,MIA,Away,Loss,22,20,0.9091,CLE,East,Home,Win,21,18,0.8571
Mott,Rodney,CLE,Home,Win,21,18,0.8571,MIA,East,Away,Loss,22,20,0.9091
Crawford,Dan,CLE,Home,Win,21,18,0.8571,MIA,East,Away,Loss,22,20,0.9091
Maddox,Tre,CLE,Home,Win,21,18,0.8571,MIA,East,Away,Loss,22,20,0.9091
Jones,David,OKC,Away,Win,38,31,0.8158,ORL,East,Home,Loss,38,30,0.7895
Crawford,Joe,OKC,Away,Win,38,31,0.8158,ORL,East,Home,Loss,38,30,0.7895
Van Duyne,Justin,OKC,Away,Win,38,31,0.8158,ORL,East,Home,Loss,38,30,0.7895
Jones,David,ORL,Home,Loss,38,30,0.7895,OKC,West,Away,Win,38,31,0.8158
