"","gmDate","gmTime","seasTyp","teamAbbr","opptAbbr","teamLoc","teamPF","opptPF","offN1","offN2","offN3"
"1344","2013-01-30","19:30","Regular","NY","ORL","Home",18,13,"Ron Garretson","Tony Brown","Mark Ayotte"
"1346","2013-01-30","19:30","Regular","ATL","TOR","Home",18,18,"Tony Brothers","Eric Lewis","Nick Buchert"
"1348","2013-01-30","20:00","Regular","MIL","CHI","Home",19,22,"Derrick Stafford","Zach Zarba","Curtis Blair"
"1350","2013-01-30","20:00","Regular","MIN","LAC","Home",25,18,"Dan Crawford","Olandis Poole","Scott Twardoski"
"1352","2013-01-30","20:00","Regular","BKN","MIA","Home",13,20,"Ken Mauer","Michael Smith","Scott Wall"
"1354","2013-01-30","20:30","Regular","SA","CHA","Home",20,16,"Jason Phillips","J.T. Orr","Dick Bavetta"
"1356","2013-01-30","21:00","Regular","UTA","NO","Home",24,32,"Gary Zielinski","Bill Kennedy","James Williams"
"1358","2013-01-30","21:00","Regular","DEN","HOU","Home",23,29,"Rodney Mott","Monty McCutchen","Josh Tiven"
"1360","2013-01-30","22:30","Regular","PHO","LAL","Home",20,16,"Kevin Fehr","Pat Fraher","Joe Crawford"
"1362","2013-01-31","20:00","Regular","OKC","MEM","Home",18,23,"Rodney Mott","Mike Callahan","Eric Dalen"
"1364","2013-01-31","22:30","Regular","GS","DAL","Home",21,18,"Bill Kennedy","Sean Wright","Kevin Cutler"
"1366","2013-02-01","19:00","Regular","TOR","LAC","Home",25,16,"Marc Davis","Mark Lindsay","Brian Forte"
"1368","2013-02-01","19:00","Regular","IND","MIA","Home",22,22,"Zach Zarba","Tom Washington","Olandis Poole"
"1370","2013-02-01","19:30","Regular","NY","MIL","Home",15,22,"Scott Wall","Derek Richardson","James Capers"
"1372","2013-02-01","19:30","Regular","BKN","CHI","Home",18,17,"Bennett Salvatore","Eric Lewis","Kevin Scott"
"1374","2013-02-01","19:30","Regular","DET","CLE","Home",21,33,"Jason Phillips","David Guthrie","Marat Kogut"
"1376","2013-02-01","19:30","Regular","PHI","SAC","Home",18,15,"Dan Crawford","Kane Fitzgerald","Nick Buchert"
"1378","2013-02-01","19:30","Regular","BOS","ORL","Home",13,13,"Derrick Stafford","Haywoode Workman","Tre Maddox"
"1380","2013-02-01","20:00","Regular","MEM","WAS","Home",12,19,"Ron Garretson","Matt Boland","J.T. Orr"
"1382","2013-02-01","21:00","Regular","DEN","NO","Home",20,20,"Kevin Fehr","Joe Crawford","Mark Ayotte"
"1384","2013-02-01","21:00","Regular","PHO","DAL","Home",21,18,"Scott Foster","Gary Zielinski","Josh Tiven"
"1386","2013-02-01","21:00","Regular","UTA","POR","Home",21,22,"Ed Malloy","John Goble","Scott Twardoski"
"1388","2013-02-01","21:30","Regular","MIN","LAL","Home",18,14,"Ken Mauer","Derrick Collins","Curtis Blair"
"1390","2013-02-02","19:00","Regular","ATL","CHI","Home",12,14,"Monty McCutchen","J.T. Orr","Dick Bavetta"
"1392","2013-02-02","19:30","Regular","NY","SAC","Home",19,15,"Pat Fraher","Tom Washington","Karl Lane"
"1394","2013-02-02","19:30","Regular","CLE","OKC","Home",16,20,"David Jones","Brent Barnaky","Brian Forte"
"1396","2013-02-02","20:00","Regular","HOU","CHA","Home",19,23,"Michael Smith","Matt Boland","Eric Dalen"
"1398","2013-02-02","20:00","Regular","MIN","NO","Home",27,25,"Tony Brothers","Eric Lewis","Haywoode Workman"
"1400","2013-02-02","20:30","Regular","MIL","ORL","Home",16,17,"Marc Davis","Kane Fitzgerald","Marat Kogut"
"1402","2013-02-02","20:30","Regular","SA","WAS","Home",17,23,"Rodney Mott","Tony Brown","James Williams"
"1404","2013-02-02","22:00","Regular","POR","UTA","Home",17,22,"Violet Palmer","Bill Spooner","Kevin Cutler"
"1406","2013-02-02","22:30","Regular","GS","PHO","Home",24,21,"Ed Malloy","John Goble","Scott Twardoski"
"1408","2013-02-03","13:00","Regular","BOS","LAC","Home",22,26,"Zach Zarba","Bill Kennedy","Eli Roe"
"1410","2013-02-03","13:00","Regular","DET","LAL","Home",18,15,"Scott Wall","Bennett Salvatore","Mark Lindsay"
"1412","2013-02-03","14:00","Regular","TOR","MIA","Home",24,23,"Derrick Stafford","Derek Richardson","Derrick Collins"
"1414","2013-02-04","19:00","Regular","IND","CHI","Home",19,25,"Jason Phillips","Mike Callahan","Mark Lindsay"
"1416","2013-02-04","19:00","Regular","WAS","LAC","Home",16,24,"Pat Fraher","Tom Washington","Karl Lane"
"1418","2013-02-04","19:00","Regular","PHI","ORL","Home",10,5,"Joe Crawford","Olandis Poole","Sean Wright"
"1420","2013-02-04","19:30","Regular","MIA","CHA","Home",18,24,"David Jones","James Capers","Curtis Blair"
"1422","2013-02-04","19:30","Regular","NY","DET","Home",16,13,"Tony Brothers","Derrick Collins","J.T. Orr"
"1424","2013-02-04","20:00","Regular","OKC","DAL","Home",19,18,"Ken Mauer","John Goble","Haywoode Workman"
"1426","2013-02-04","20:00","Regular","MIN","POR","Home",20,24,"Rodney Mott","Tony Brown","Brent Barnaky"
"1428","2013-02-04","21:00","Regular","UTA","SAC","Home",19,21,"Scott Foster","Matt Boland","Tre Maddox"
"1430","2013-02-05","19:00","Regular","IND","ATL","Home",26,33,"Scott Wall","Bill Kennedy","Josh Tiven"
"1432","2013-02-05","19:30","Regular","BKN","LAL","Home",18,18,"Gary Zielinski","Marc Davis","Kevin Cutler"
"1434","2013-02-05","20:00","Regular","MEM","PHO","Home",20,23,"Monty McCutchen","Nick Buchert","Dick Bavetta"
"1436","2013-02-05","20:00","Regular","HOU","GS","Home",24,26,"Dan Crawford","Eric Lewis","Kevin Scott"
"1438","2013-02-05","21:00","Regular","DEN","MIL","Home",19,28,"Scott Foster","Ed Malloy","Tre Maddox"
"1440","2013-02-06","19:00","Regular","CLE","CHA","Home",20,10,"Bennett Salvatore","Tony Brown","Josh Tiven"
"1442","2013-02-06","19:00","Regular","TOR","BOS","Home",23,20,"Pat Fraher","Bennie Adams","Brent Barnaky"
"1444","2013-02-06","19:00","Regular","ORL","LAC","Home",20,16,"Dan Crawford","Eric Lewis","Eric Dalen"
"1446","2013-02-06","19:00","Regular","WAS","NY","Home",17,12,"Marc Davis","Violet Palmer","Kevin Cutler"
"1448","2013-02-06","19:00","Regular","PHI","IND","Home",17,8,"Ken Mauer","Matt Boland","J.T. Orr"
"1450","2013-02-06","19:30","Regular","ATL","MEM","Home",16,19,"Jason Phillips","Kane Fitzgerald","Curtis Blair"
"1452","2013-02-06","19:30","Regular","DET","BKN","Home",29,19,"Leon Wood","Bill Kennedy","James Williams"
"1454","2013-02-06","19:30","Regular","MIA","HOU","Home",16,26,"Sean Corbin","Mike Callahan","Karl Lane"
"1456","2013-02-06","20:00","Regular","NO","PHO","Home",17,17,"Tom Washington","Marat Kogut","Brian Forte"
"1458","2013-02-06","20:00","Regular","OKC","GS","Home",12,15,"Tony Brothers","Sean Wright","Eli Roe"
"1460","2013-02-06","20:30","Regular","DAL","POR","Home",16,20,"Derrick Collins","Olandis Poole","James Capers"
"1462","2013-02-06","21:00","Regular","UTA","MIL","Home",23,21,"Zach Zarba","Mark Ayotte","David Guthrie"
"1464","2013-02-06","21:00","Regular","MIN","SA","Home",19,22,"Courtney Kirkland","Kevin Fehr","Joe Crawford"
"1466","2013-02-07","20:00","Regular","BOS","LAL","Home",28,19,"Ed Malloy","Monty McCutchen","Nick Buchert"
"1468","2013-02-07","22:30","Regular","DEN","CHI","Home",16,16,"Derrick Stafford","Zach Zarba","Eli Roe"
"1470","2013-02-08","19:00","Regular","CHA","LAL","Home",20,17,"Jason Phillips","John Goble","Eric Dalen"
"1472","2013-02-08","19:00","Regular","WAS","BKN","Home",25,14,"Bennie Adams","Mark Lindsay","James Capers"
"1474","2013-02-08","19:00","Regular","IND","TOR","Home",22,31,"Leon Wood","Bennett Salvatore","Haywoode Workman"
"1476","2013-02-08","19:30","Regular","ATL","NO","Home",15,19,"Rodney Mott","Sean Corbin","Scott Twardoski"
"1478","2013-02-08","19:30","Regular","CLE","ORL","Home",15,26,"Gary Zielinski","Mike Callahan","Kevin Cutler"
"1480","2013-02-08","19:30","Regular","DET","SA","Home",20,16,"Tom Washington","Violet Palmer","Nick Buchert"
"1482","2013-02-08","20:00","Regular","MIA","LAC","Home",21,24,"Tony Brothers","Scott Wall","Kane Fitzgerald"
"1484","2013-02-08","20:00","Regular","MIN","NY","Home",18,19,"David Jones","David Guthrie","Marat Kogut"
"1486","2013-02-08","20:00","Regular","OKC","PHO","Home",20,18,"Scott Foster","Eric Lewis","Tre Maddox"
"1488","2013-02-08","20:00","Regular","HOU","POR","Home",19,12,"Marc Davis","Mark Ayotte","Sean Wright"
"1490","2013-02-08","20:00","Regular","MEM","GS","Home",22,25,"Kevin Fehr","Joe Crawford","Brian Forte"
"1492","2013-02-08","22:30","Regular","UTA","CHI","Home",22,16,"Ken Mauer","Derek Richardson","Dick Bavetta"
"1494","2013-02-09","19:30","Regular","CLE","DEN","Home",23,21,"Bennie Adams","Derrick Collins","Scott Twardoski"
"1496","2013-02-09","20:00","Regular","PHI","CHA","Home",19,17,"Gary Zielinski","Monty McCutchen","James Williams"
"1498","2013-02-09","20:30","Regular","MIL","DET","Home",14,20,"Pat Fraher","Matt Boland","Dan Crawford"
"1500","2013-02-09","20:30","Regular","DAL","GS","Home",23,26,"Zach Zarba","Kane Fitzgerald","Curtis Blair"
"1502","2013-02-09","22:00","Regular","SAC","UTA","Home",24,27,"Courtney Kirkland","Derrick Stafford","J.T. Orr"
"1504","2013-02-10","13:00","Regular","NY","LAC","Home",18,19,"Kevin Fehr","Joe Crawford","Ed Malloy"
"1506","2013-02-10","15:30","Regular","MIA","LAL","Home",27,17,"Scott Foster","Leon Wood","Brian Forte"
"1508","2013-02-10","18:00","Regular","TOR","NO","Home",21,17,"Tony Brown","Eric Dalen","James Capers"
"1510","2013-02-10","18:00","Regular","BOS","DEN","Home",19,19,"Eddie Rush","Tony Brothers","Olandis Poole"
"1512","2013-02-10","18:00","Regular","MEM","MIN","Home",24,20,"Bill Kennedy","Mark Ayotte","Tre Maddox"
"1514","2013-02-10","18:00","Regular","ORL","POR","Home",16,13,"Rodney Mott","David Guthrie","Kevin Scott"
"1516","2013-02-10","20:00","Regular","BKN","SA","Home",17,14,"Sean Corbin","Mike Callahan","Brent Barnaky"
"1518","2013-02-10","20:00","Regular","PHO","OKC","Home",22,7,"Courtney Kirkland","Ken Mauer","Derek Richardson"
"1520","2013-02-10","21:00","Regular","SAC","HOU","Home",21,21,"David Jones","Eli Roe","Dick Bavetta"
"1522","2013-02-11","19:00","Regular","CHA","BOS","Home",19,24,"Rodney Mott","Scott Wall","Marat Kogut"
"1524","2013-02-11","19:00","Regular","PHI","LAC","Home",18,16,"Bennett Salvatore","Tony Brown","Kevin Cutler"
"1526","2013-02-11","19:00","Regular","IND","BKN","Home",26,21,"Violet Palmer","Eric Lewis","Sean Wright"
"1528","2013-02-11","19:00","Regular","CLE","MIN","Home",15,17,"Monty McCutchen","Mark Lindsay","Nick Buchert"
"1530","2013-02-11","19:30","Regular","DET","NO","Home",16,25,"Marc Davis","Kane Fitzgerald","Karl Lane"
"1532","2013-02-11","20:00","Regular","CHI","SA","Home",23,18,"Bill Kennedy","Mark Ayotte","James Williams"
"1534","2013-02-11","20:00","Regular","MIL","WAS","Home",17,16,"Tom Washington","John Goble","Scott Twardoski"
"1536","2013-02-11","20:30","Regular","DAL","ATL","Home",20,20,"Gary Zielinski","Dan Crawford","Haywoode Workman"
"1538","2013-02-12","19:00","Regular","TOR","DEN","Home",21,20,"Sean Corbin","Ed Malloy","Kevin Scott"
"1540","2013-02-12","19:30","Regular","MIA","POR","Home",21,18,"Bennie Adams","Eric Lewis","Josh Tiven"
"1542","2013-02-12","20:00","Regular","MEM","SAC","Home",22,24,"Tom Washington","David Guthrie","Brent Barnaky"
"1544","2013-02-12","21:00","Regular","UTA","OKC","Home",21,16,"David Jones","Leon Wood","Eli Roe"
"1546","2013-02-12","22:30","Regular","GS","HOU","Home",22,21,"Courtney Kirkland","Ken Mauer","Tre Maddox"
"1548","2013-02-12","22:30","Regular","LAL","PHO","Home",15,21,"Derrick Stafford","J.T. Orr","Dick Bavetta"
"1550","2013-02-13","19:00","Regular","IND","CHA","Home",21,20,"Eddie Rush","Tony Brothers","Kevin Cutler"
"1552","2013-02-13","19:00","Regular","ORL","ATL","Home",21,12,"Bennie Adams","Monty McCutchen","Brent Barnaky"
"1554","2013-02-13","19:00","Regular","CLE","SA","Home",15,15,"Marc Davis","Olandis Poole","Sean Wright"
"1556","2013-02-13","19:30","Regular","BOS","CHI","Home",21,19,"Tony Brown","James Capers","Karl Lane"
"1558","2013-02-13","19:30","Regular","BKN","DEN","Home",21,24,"Scott Foster","Kane Fitzgerald","Nick Buchert"
"1560","2013-02-13","19:30","Regular","NY","TOR","Home",21,20,"Mike Callahan","Scott Twardoski","Brian Forte"
"1562","2013-02-13","19:30","Regular","DET","WAS","Home",20,18,"Joe Crawford","Mark Ayotte","Kevin Scott"
"1564","2013-02-13","20:00","Regular","MIL","PHI","Home",21,22,"Scott Wall","Bill Kennedy","Mark Lindsay"
"1566","2013-02-13","20:00","Regular","MIN","UTA","Home",19,22,"Ed Malloy","Bennett Salvatore","Eric Dalen"
"1568","2013-02-13","20:00","Regular","NO","POR","Home",13,12,"Michael Smith","Dan Crawford","Curtis Blair"
"1570","2013-02-13","20:30","Regular","DAL","SAC","Home",27,22,"Rodney Mott","John Goble","Marat Kogut"
"1572","2013-02-13","22:30","Regular","LAC","HOU","Home",19,23,"Gary Zielinski","Ron Garretson","Derek Richardson"
"1574","2013-02-14","20:00","Regular","OKC","MIA","Home",23,29,"Kevin Fehr","Sean Corbin","Dan Crawford"
"1576","2013-02-14","22:30","Regular","LAL","LAC","Home",17,25,"David Jones","Violet Palmer","Bill Spooner"
"1578","2013-02-19","19:00","Regular","ORL","CHA","Home",21,18,"Derrick Stafford","Derrick Collins","Eli Roe"
"1580","2013-02-19","19:00","Regular","WAS","TOR","Home",20,19,"Courtney Kirkland","Kevin Fehr","Ed Malloy"
"1582","2013-02-19","19:30","Regular","BKN","MIL","Home",17,21,"Bill Spooner","Brian Forte","Karl Lane"
"1584","2013-02-19","19:30","Regular","DET","MEM","Home",18,20,"David Guthrie","Eric Dalen","James Capers"
"1586","2013-02-19","20:00","Regular","NO","CHI","Home",16,19,"Marc Davis","Sean Wright","Nick Buchert"
"1588","2013-02-19","21:00","Regular","DEN","BOS","Home",17,24,"Pat Fraher","Mike Callahan","J.T. Orr"
"1590","2013-02-19","21:00","Regular","UTA","GS","Home",23,22,"Tony Brown","Monty McCutchen","Curtis Blair"
"1592","2013-02-19","22:00","Regular","SAC","SA","Home",23,21,"Leroy Richardson","Bennie Adams","Mark Lindsay"
"1594","2013-02-19","22:00","Regular","POR","PHO","Home",15,28,"Gary Zielinski","Violet Palmer","Tre Maddox"
"1596","2013-02-20","19:00","Regular","TOR","MEM","Home",28,23,"Scott Wall","Zach Zarba","Marat Kogut"
"1598","2013-02-20","19:00","Regular","CLE","NO","Home",18,28,"Eddie Rush","Bill Kennedy","Brent Barnaky"
"1600","2013-02-20","19:00","Regular","IND","NY","Home",25,29,"Ken Mauer","Olandis Poole","Kane Fitzgerald"
"1602","2013-02-20","19:00","Regular","CHA","DET","Home",18,23,"Kevin Fehr","Ed Malloy","Dick Bavetta"
"1604","2013-02-20","20:00","Regular","MIN","PHI","Home",23,30,"Marc Davis","John Goble","Josh Tiven"
"1606","2013-02-20","20:00","Regular","ATL","MIA","Home",20,15,"Michael Smith","Joe Crawford","Haywoode Workman"
"1608","2013-02-20","20:00","Regular","MIL","BKN","Home",24,23,"Courtney Kirkland","Bennett Salvatore","James Williams"
"1610","2013-02-20","20:00","Regular","HOU","OKC","Home",23,22,"Derrick Stafford","Derrick Collins","Scott Twardoski"
"1612","2013-02-20","20:30","Regular","DAL","ORL","Home",19,13,"Leon Wood","Matt Boland","Jason Phillips"
"1614","2013-02-20","22:30","Regular","LAL","BOS","Home",21,25,"Scott Foster","Gary Zielinski","Mark Ayotte"
"1616","2013-02-20","22:30","Regular","GS","PHO","Home",16,18,"Leroy Richardson","Ron Garretson","Mark Lindsay"
"1618","2013-02-21","20:00","Regular","CHI","MIA","Home",15,15,"Bill Spooner","Eric Lewis","Eli Roe"
"1620","2013-02-21","22:30","Regular","LAC","SA","Home",23,20,"Tony Brown","Monty McCutchen","Curtis Blair"
"1622","2013-02-22","19:00","Regular","CHA","CHI","Home",17,26,"Michael Smith","James Williams","Brian Forte"
"1624","2013-02-22","19:00","Regular","TOR","NY","Home",22,28,"Leon Wood","Bill Kennedy","Haywoode Workman"
"1626","2013-02-22","19:00","Regular","WAS","DEN","Home",26,24,"Derrick Stafford","Scott Wall","Violet Palmer"
"1628","2013-02-22","19:00","Regular","IND","DET","Home",25,26,"Marc Davis","Jason Phillips","Karl Lane"
"1630","2013-02-22","19:30","Regular","ATL","SAC","Home",25,18,"Zach Zarba","Matt Boland","Ed Malloy"
"1632","2013-02-22","19:30","Regular","BKN","HOU","Home",19,22,"Rodney Mott","Bennie Adams","Marat Kogut"
"1634","2013-02-22","20:00","Regular","MEM","ORL","Home",15,26,"Ken Mauer","Kane Fitzgerald","Kevin Cutler"
"1636","2013-02-22","20:00","Regular","NO","DAL","Home",20,18,"Bennett Salvatore","Derrick Collins","Scott Twardoski"
"1638","2013-02-22","20:00","Regular","OKC","MIN","Home",26,23,"Courtney Kirkland","Ron Garretson","Nick Buchert"
"1640","2013-02-22","21:00","Regular","PHO","BOS","Home",19,20,"Joe Crawford","David Guthrie","Curtis Blair"
"1642","2013-02-22","22:30","Regular","GS","SA","Home",23,22,"Scott Foster","Mark Ayotte","John Goble"
"1644","2013-02-22","22:30","Regular","LAL","POR","Home",14,28,"Pat Fraher","Mike Callahan","Mark Lindsay"
"1646","2013-02-23","19:00","Regular","ORL","CLE","Home",20,20,"Sean Wright","Scott Twardoski","Dick Bavetta"
"1648","2013-02-23","19:00","Regular","CHA","DEN","Home",20,28,"Eric Lewis","Kevin Cutler","James Capers"
"1650","2013-02-23","19:00","Regular","WAS","HOU","Home",18,19,"Leon Wood","Bill Kennedy","Eli Roe"
"1652","2013-02-23","19:30","Regular","PHI","MIA","Home",15,10,"Rodney Mott","Bennie Adams","Kevin Scott"
"1654","2013-02-23","19:30","Regular","DET","IND","Home",22,25,"Gary Zielinski","Bill Spooner","Brent Barnaky"
"1656","2013-02-23","20:30","Regular","MIL","ATL","Home",14,16,"Kevin Fehr","Eddie Rush","Marc Davis"
"1658","2013-02-23","22:30","Regular","LAC","UTA","Home",24,21,"Leroy Richardson","Scott Foster","Eric Dalen"
"1660","2013-02-24","13:00","Regular","DAL","LAL","Home",23,16,"Ken Mauer","Kane Fitzgerald","Brian Forte"
"1662","2013-02-24","15:30","Regular","BKN","MEM","Home",14,19,"Michael Smith","Derrick Collins","Olandis Poole"
"1664","2013-02-24","15:30","Regular","MIN","GS","Home",21,28,"Derrick Stafford","Jason Phillips","James Williams"
"1666","2013-02-24","18:00","Regular","MIA","CLE","Home",17,19,"Ed Malloy","Violet Palmer","Nick Buchert"
"1668","2013-02-24","18:00","Regular","NO","SAC","Home",13,16,"Courtney Kirkland","Ron Garretson","Haywoode Workman"
"1670","2013-02-24","19:00","Regular","NY","PHI","Home",18,22,"Scott Wall","Zach Zarba","Eric Lewis"
"1672","2013-02-24","20:00","Regular","PHO","SA","Home",27,26,"Pat Fraher","Mike Callahan","Josh Tiven"
"1674","2013-02-24","21:00","Regular","POR","BOS","Home",16,18,"Tony Brown","Monty McCutchen","Eric Dalen"
"1676","2013-02-24","21:30","Regular","OKC","CHI","Home",19,18,"Matt Boland","Bennett Salvatore","Karl Lane"
"1678","2013-02-25","19:00","Regular","TOR","WAS","Home",18,23,"Gary Zielinski","Rodney Mott","Kevin Cutler"
"1680","2013-02-25","19:30","Regular","DET","ATL","Home",18,16,"Bennie Adams","Derrick Stafford","J.T. Orr"
"1682","2013-02-25","21:00","Regular","UTA","BOS","Home",19,24,"Bill Spooner","John Goble","Kevin Scott"
"1684","2013-02-25","21:00","Regular","DEN","LAL","Home",25,17,"Joe Crawford","David Guthrie","Josh Tiven"
"1686","2013-02-26","19:00","Regular","PHI","ORL","Home",15,18,"Eddie Rush","Jason Phillips","Olandis Poole"
"1688","2013-02-26","19:00","Regular","IND","GS","Home",17,23,"Ron Garretson","Violet Palmer","Derrick Collins"
"1690","2013-02-26","19:30","Regular","MIA","SAC","Home",22,25,"Bennett Salvatore","Sean Wright","Scott Twardoski"
"1692","2013-02-26","20:00","Regular","CHI","CLE","Home",17,19,"Gary Zielinski","Leon Wood","Tre Maddox"
"1694","2013-02-26","20:00","Regular","NO","BKN","Home",22,14,"Ken Mauer","Eli Roe","Mark Lindsay"
"1696","2013-02-26","20:30","Regular","DAL","MIL","Home",21,20,"Scott Foster","Karl Lane","Dick Bavetta"
"1698","2013-02-26","21:00","Regular","PHO","MIN","Home",26,17,"Matt Boland","Monty McCutchen","Eric Dalen"
"1700","2013-02-26","22:30","Regular","LAC","CHA","Home",17,21,"Pat Fraher","Mike Callahan","Kevin Scott"
"1702","2013-02-27","19:00","Regular","ORL","SAC","Home",30,22,"Scott Foster","Kevin Fehr","Tony Brown"
"1704","2013-02-27","19:00","Regular","CLE","TOR","Home",19,25,"Leroy Richardson","Tony Brothers","J.T. Orr"
"1706","2013-02-27","19:30","Regular","NY","GS","Home",23,23,"David Jones","Bennie Adams","Kevin Cutler"
"1708","2013-02-27","20:00","Regular","HOU","MIL","Home",20,23,"Ed Malloy","Eric Lewis","Mark Lindsay"
