"","gmDate","gmTime","seasTyp","teamAbbr","opptAbbr","teamLoc","teamPF","opptPF","offN1","offN2","offN3"
"872","2012-12-29","19:00","Regular","CHA","NO","Home",17,20,"Leon Wood","J.T. Orr","James Capers"
"874","2012-12-29","19:00","Regular","ATL","IND","Home",23,15,"Scott Foster","Violet Palmer","Brian Forte"
"876","2012-12-29","19:00","Regular","ORL","TOR","Home",13,18,"Michael Smith","Mark Lindsay","Kevin Scott"
"878","2012-12-29","19:30","Regular","BKN","CLE","Home",16,24,"Tom Washington","Tony Brown","Brent Barnaky"
"880","2012-12-29","20:00","Regular","MEM","DEN","Home",17,17,"Ron Garretson","Kane Fitzgerald","Steven Anderson"
"882","2012-12-29","20:00","Regular","MIN","PHO","Home",14,23,"Zach Zarba","David Guthrie","Eli Roe"
"884","2012-12-29","20:00","Regular","HOU","OKC","Home",19,18,"Bennie Adams","Ed Malloy","Ben Taylor"
"886","2012-12-29","20:00","Regular","CHI","WAS","Home",22,16,"Scott Wall","Monty McCutchen","Nick Buchert"
"888","2012-12-29","20:30","Regular","MIL","MIA","Home",19,17,"Leroy Richardson","Bill Kennedy","Kevin Cutler"
"890","2012-12-29","22:00","Regular","POR","PHI","Home",14,14,"Marc Davis","Matt Boland","Eric Lewis"
"892","2012-12-29","22:30","Regular","GS","BOS","Home",22,15,"Gary Zielinski","Dan Crawford","Haywoode Workman"
"894","2012-12-30","19:30","Regular","DET","MIL","Home",13,18,"Tony Brothers","Derek Richardson","Derrick Collins"
"896","2012-12-30","19:30","Regular","DAL","SA","Home",21,9,"Sean Corbin","Ed Malloy","Scott Twardoski"
"898","2012-12-30","21:00","Regular","SAC","BOS","Home",21,23,"David Jones","Olandis Poole","Sean Wright"
"900","2012-12-30","21:30","Regular","LAC","UTA","Home",26,25,"Kevin Fehr","Pat Fraher","Jason Phillips"
"902","2012-12-31","15:00","Regular","CHI","CHA","Home",31,19,"Zach Zarba","Bill Kennedy","Karl Lane"
"904","2012-12-31","15:00","Regular","IND","MEM","Home",19,22,"Rodney Mott","Scott Wall","J.T. Orr"
"906","2012-12-31","17:00","Regular","ORL","MIA","Home",24,17,"Scott Foster","Violet Palmer","Tony Brown"
"908","2012-12-31","19:00","Regular","HOU","ATL","Home",11,16,"Ron Garretson","Eric Lewis","Tre Maddox"
"910","2012-12-31","19:00","Regular","SA","BKN","Home",16,18,"Bennie Adams","James Capers","Scott Bolnick"
"912","2012-12-31","20:00","Regular","OKC","PHO","Home",15,20,"Tony Brothers","Michael Smith","Nick Buchert"
"914","2013-01-01","18:00","Regular","WAS","DAL","Home",23,25,"Rodney Mott","Marat Kogut","Brian Forte"
"916","2013-01-01","19:30","Regular","DET","SAC","Home",15,20,"Leroy Richardson","Marc Davis","Brent Barnaky"
"918","2013-01-01","19:30","Regular","NY","POR","Home",19,22,"Gary Zielinski","Ed Malloy","Kevin Scott"
"920","2013-01-01","20:00","Regular","NO","ATL","Home",17,11,"Courtney Kirkland","Dan Crawford","Mark Ayotte"
"922","2013-01-01","21:00","Regular","DEN","LAC","Home",26,18,"David Jones","Sean Wright","Mark Lindsay"
"924","2013-01-01","22:30","Regular","LAL","PHI","Home",17,22,"Leon Wood","Jason Phillips","Olandis Poole"
"926","2013-01-02","19:00","Regular","ORL","CHI","Home",22,16,"Tony Brothers","David Guthrie","Tre Maddox"
"928","2013-01-02","19:00","Regular","CLE","SAC","Home",20,19,"Scott Foster","Gary Zielinski","Nick Buchert"
"930","2013-01-02","19:00","Regular","TOR","POR","Home",20,18,"Scott Wall","Bennett Salvatore","Eric Dalen"
"932","2013-01-02","19:00","Regular","IND","WAS","Home",14,25,"Sean Corbin","Marc Davis","Josh Tiven"
"934","2013-01-02","19:30","Regular","BOS","MEM","Home",22,17,"Leroy Richardson","Joe Crawford","James Williams"
"936","2013-01-02","19:30","Regular","MIA","DAL","Home",16,24,"Mark Ayotte","Eric Lewis","James Capers"
"938","2013-01-02","20:00","Regular","HOU","NO","Home",16,20,"Michael Smith","Dick Bavetta","Curtis Blair"
"940","2013-01-02","20:00","Regular","OKC","BKN","Home",23,13,"Courtney Kirkland","Violet Palmer","Dan Crawford"
"942","2013-01-02","20:00","Regular","MIL","SA","Home",16,23,"Pat Fraher","Zach Zarba","Brent Barnaky"
"944","2013-01-02","21:00","Regular","PHO","PHI","Home",16,18,"Ken Mauer","John Goble","J.T. Orr"
"946","2013-01-02","21:00","Regular","UTA","MIN","Home",26,18,"Tony Brown","Monty McCutchen","Mark Lindsay"
"948","2013-01-02","22:30","Regular","GS","LAC","Home",27,18,"Tom Washington","Derek Richardson","Derrick Collins"
"950","2013-01-03","19:30","Regular","NY","SA","Home",18,11,"Rodney Mott","Kane Fitzgerald","Nick Buchert"
"952","2013-01-03","21:00","Regular","DEN","MIN","Home",26,17,"Jason Phillips","Olandis Poole","John Goble"
"954","2013-01-04","19:00","Regular","CHA","CLE","Home",24,22,"Pat Fraher","Dan Crawford","Curtis Blair"
"956","2013-01-04","19:00","Regular","TOR","SAC","Home",27,24,"Zach Zarba","David Guthrie","Kevin Scott"
"958","2013-01-04","19:00","Regular","WAS","BKN","Home",26,28,"Joe Crawford","Mark Ayotte","Tre Maddox"
"960","2013-01-04","19:30","Regular","MIA","CHI","Home",22,20,"Leroy Richardson","Ed Malloy","Brian Forte"
"962","2013-01-04","19:30","Regular","DET","ATL","Home",17,20,"Kevin Fehr","Gary Zielinski","Bennett Salvatore"
"964","2013-01-04","20:00","Regular","OKC","PHI","Home",12,19,"Matt Boland","Bill Spooner","Mark Lindsay"
"966","2013-01-04","20:00","Regular","BOS","IND","Home",28,15,"Courtney Kirkland","Marat Kogut","James Capers"
"968","2013-01-04","20:00","Regular","MEM","POR","Home",18,14,"Sean Corbin","Bill Kennedy","Brent Barnaky"
"970","2013-01-04","20:30","Regular","MIL","HOU","Home",21,20,"Scott Foster","Kane Fitzgerald","Josh Tiven"
"972","2013-01-04","21:00","Regular","PHO","UTA","Home",18,16,"Ron Garretson","Derrick Collins","Scott Twardoski"
"974","2013-01-04","22:30","Regular","LAC","LAL","Home",31,22,"Tony Brown","Monty McCutchen","Karl Lane"
"976","2013-01-05","19:00","Regular","IND","MIL","Home",18,14,"Michael Smith","Matt Boland","Nick Buchert"
"978","2013-01-05","19:00","Regular","ATL","BOS","Home",19,15,"Rodney Mott","Scott Wall","Eli Roe"
"980","2013-01-05","19:00","Regular","ORL","NY","Home",19,19,"Leon Wood","Marc Davis","Brian Forte"
"982","2013-01-05","19:30","Regular","BKN","SAC","Home",19,16,"David Jones","Eric Lewis","J.T. Orr"
"984","2013-01-05","19:30","Regular","CLE","HOU","Home",25,23,"Tony Brothers","Sean Wright","James Williams"
"986","2013-01-05","20:00","Regular","MIN","POR","Home",13,22,"Kevin Fehr","Dan Crawford","Dick Bavetta"
"988","2013-01-05","20:30","Regular","SA","PHI","Home",17,17,"Leroy Richardson","Ed Malloy","Eric Dalen"
"990","2013-01-05","20:30","Regular","DAL","NO","Home",20,10,"Pat Fraher","Bill Kennedy","Haywoode Workman"
"992","2013-01-05","21:00","Regular","DEN","UTA","Home",22,28,"Bennie Adams","Tom Washington","Karl Lane"
"994","2013-01-05","22:30","Regular","LAC","GS","Home",21,17,"Ken Mauer","John Goble","Scott Twardoski"
"996","2013-01-06","13:00","Regular","TOR","OKC","Home",18,20,"Gary Zielinski","James Capers","Tre Maddox"
"998","2013-01-06","18:00","Regular","MIA","WAS","Home",12,15,"Leon Wood","Bill Spooner","Mark Lindsay"
"1000","2013-01-06","19:30","Regular","DET","CHA","Home",27,20,"Joe Crawford","Eric Lewis","Kevin Scott"
"1002","2013-01-06","20:00","Regular","PHO","MEM","Home",21,19,"Tom Washington","Tony Brown","Kevin Cutler"
"1004","2013-01-06","21:30","Regular","LAL","DEN","Home",20,21,"Ron Garretson","Derrick Collins","Marat Kogut"
"1006","2013-01-07","19:00","Regular","WAS","OKC","Home",20,14,"Ed Malloy","Derek Richardson","Sean Wright"
"1008","2013-01-07","19:30","Regular","NY","BOS","Home",21,21,"Tony Brothers","Violet Palmer","Dick Bavetta"
"1010","2013-01-07","20:00","Regular","CHI","CLE","Home",21,24,"Jason Phillips","Kane Fitzgerald","J.T. Orr"
"1012","2013-01-07","20:00","Regular","NO","SA","Home",15,15,"Scott Wall","Marc Davis","Olandis Poole"
"1014","2013-01-07","21:00","Regular","UTA","DAL","Home",22,26,"Sean Corbin","Bennett Salvatore","Eli Roe"
"1016","2013-01-07","22:00","Regular","SAC","MEM","Home",19,24,"Ken Mauer","Derrick Collins","Karl Lane"
"1018","2013-01-07","22:00","Regular","POR","ORL","Home",14,24,"Scott Foster","Bennie Adams","Marat Kogut"
"1020","2013-01-08","19:00","Regular","IND","MIA","Home",21,21,"Pat Fraher","Joe Crawford","Curtis Blair"
"1022","2013-01-08","19:00","Regular","PHI","BKN","Home",16,15,"Leon Wood","Tom Washington","Brian Forte"
"1024","2013-01-08","20:00","Regular","MIN","ATL","Home",16,23,"Courtney Kirkland","David Jones","J.T. Orr"
"1026","2013-01-08","20:00","Regular","HOU","LAL","Home",15,21,"Bill Spooner","John Goble","Haywoode Workman"
"1028","2013-01-08","20:00","Regular","MIL","PHO","Home",18,22,"Dan Crawford","Eric Lewis","Eric Dalen"
"1030","2013-01-09","19:00","Regular","TOR","PHI","Home",16,14,"Courtney Kirkland","Derrick Stafford","Derek Richardson"
"1032","2013-01-09","19:00","Regular","CLE","ATL","Home",13,17,"Tony Brown","Scott Twardoski","James Capers"
"1034","2013-01-09","19:00","Regular","CHA","UTA","Home",20,22,"Michael Smith","Sean Wright","Brent Barnaky"
"1036","2013-01-09","19:30","Regular","BOS","PHO","Home",15,18,"Jason Phillips","David Guthrie","Josh Tiven"
"1038","2013-01-09","20:00","Regular","CHI","MIL","Home",18,18,"Marc Davis","Violet Palmer","Kevin Scott"
"1040","2013-01-09","20:00","Regular","SA","LAL","Home",14,14,"Bill Kennedy","Mark Ayotte","Mark Lindsay"
"1042","2013-01-09","20:00","Regular","NO","HOU","Home",17,20,"Kevin Fehr","Matt Boland","Mike Callahan"
"1044","2013-01-09","20:00","Regular","OKC","MIN","Home",25,18,"Zach Zarba","Kane Fitzgerald","James Williams"
"1046","2013-01-09","21:00","Regular","DEN","ORL","Home",7,27,"Ken Mauer","Sean Corbin","Eli Roe"
"1048","2013-01-09","22:30","Regular","GS","MEM","Home",21,17,"Bennie Adams","Bennett Salvatore","Marat Kogut"
"1050","2013-01-09","22:30","Regular","LAC","DAL","Home",16,17,"Scott Foster","Gary Zielinski","Kevin Cutler"
"1052","2013-01-10","20:00","Regular","IND","NY","Home",19,18,"Derrick Stafford","Derrick Collins","Haywoode Workman"
"1054","2013-01-10","22:00","Regular","SAC","DAL","Home",29,24,"Leroy Richardson","Ed Malloy","Tre Maddox"
"1056","2013-01-10","22:30","Regular","POR","MIA","Home",15,21,"Gary Zielinski","Tony Brothers","Nick Buchert"
"1058","2013-01-11","19:00","Regular","TOR","CHA","Home",22,14,"Kevin Fehr","David Jones","Violet Palmer"
"1060","2013-01-11","19:30","Regular","ATL","UTA","Home",18,22,"Zach Zarba","Derek Richardson","Kane Fitzgerald"
"1062","2013-01-11","19:30","Regular","BOS","HOU","Home",29,21,"Tony Brown","Bill Kennedy","Olandis Poole"
"1064","2013-01-11","19:30","Regular","BKN","PHO","Home",15,30,"Rodney Mott","Sean Wright","Scott Twardoski"
"1066","2013-01-11","20:00","Regular","NY","CHI","Home",28,23,"Pat Fraher","Joe Crawford","Josh Tiven"
"1068","2013-01-11","20:00","Regular","MEM","SA","Home",21,21,"Dan Crawford","David Guthrie","Haywoode Workman"
"1070","2013-01-11","20:00","Regular","NO","MIN","Home",26,13,"Eric Lewis","Mark Lindsay","James Capers"
"1072","2013-01-11","20:30","Regular","MIL","DET","Home",19,13,"Jason Phillips","Mark Ayotte","John Goble"
"1074","2013-01-11","21:00","Regular","DEN","CLE","Home",21,30,"Bennett Salvatore","Kevin Cutler","Dick Bavetta"
"1076","2013-01-11","22:30","Regular","LAL","OKC","Home",19,22,"Scott Foster","Sean Corbin","Eric Dalen"
"1078","2013-01-11","22:30","Regular","GS","POR","Home",16,14,"Courtney Kirkland","Ron Garretson","Eli Roe"
"1080","2013-01-12","15:30","Regular","LAC","ORL","Home",15,12,"Tony Brothers","Michael Smith","Nick Buchert"
"1082","2013-01-12","19:00","Regular","IND","CHA","Home",21,20,"Bill Spooner","Mark Ayotte","James Williams"
"1084","2013-01-12","19:00","Regular","WAS","ATL","Home",27,20,"Tom Washington","John Goble","Kevin Scott"
"1086","2013-01-12","19:30","Regular","DET","UTA","Home",22,22,"Scott Wall","Bill Kennedy","Marat Kogut"
"1088","2013-01-12","19:30","Regular","PHI","HOU","Home",18,18,"Ken Mauer","Derrick Collins","Scott Twardoski"
"1090","2013-01-12","20:00","Regular","CHI","PHO","Home",18,20,"Kevin Fehr","Matt Boland","Mike Callahan"
"1092","2013-01-12","21:00","Regular","DAL","MEM","Home",22,15,"Marc Davis","Eric Lewis","Mark Lindsay"
"1094","2013-01-12","22:00","Regular","SAC","MIA","Home",19,19,"Ron Garretson","Leon Wood","Brent Barnaky"
"1096","2013-01-13","12:00","Regular","NY","NO","Home",21,23,"David Jones","David Guthrie","Karl Lane"
"1098","2013-01-13","13:00","Regular","TOR","MIL","Home",21,25,"Rodney Mott","Bennie Adams","Curtis Blair"
"1100","2013-01-13","18:00","Regular","BKN","IND","Home",15,21,"Jason Phillips","Kane Fitzgerald","Kevin Scott"
"1102","2013-01-13","19:00","Regular","SA","MIN","Home",19,10,"Marc Davis","Tony Brown","Tre Maddox"
"1104","2013-01-13","20:00","Regular","DEN","GS","Home",16,24,"Leon Wood","Ed Malloy","Nick Buchert"
"1106","2013-01-13","21:00","Regular","POR","OKC","Home",18,19,"Leroy Richardson","Bennett Salvatore","Brian Forte"
"1108","2013-01-13","21:30","Regular","LAL","CLE","Home",13,21,"Courtney Kirkland","Dan Crawford","J.T. Orr"
"1110","2013-01-14","19:00","Regular","WAS","ORL","Home",21,16,"Bill Kennedy","Derrick Collins","Olandis Poole"
"1112","2013-01-14","19:30","Regular","BOS","CHA","Home",21,20,"Bennie Adams","Tom Washington","Scott Twardoski"
"1114","2013-01-14","20:00","Regular","MEM","LAC","Home",26,19,"Pat Fraher","Matt Boland","James Capers"
"1116","2013-01-14","20:00","Regular","CHI","ATL","Home",16,24,"Rodney Mott","Ken Mauer","Steven Anderson"
"1118","2013-01-14","20:30","Regular","DAL","MIN","Home",23,15,"Bill Spooner","Sean Wright","Josh Tiven"
"1120","2013-01-14","21:00","Regular","UTA","MIA","Home",20,24,"Courtney Kirkland","Ed Malloy","Eric Dalen"
"1122","2013-01-14","21:00","Regular","PHO","OKC","Home",20,18,"Derrick Stafford","Brent Barnaky","Dick Bavetta"
"1124","2013-01-14","22:00","Regular","SAC","CLE","Home",28,24,"Tony Brothers","Michael Smith","Derek Richardson"
"1126","2013-01-15","19:00","Regular","PHI","NO","Home",21,18,"Gary Zielinski","Jason Phillips","Kevin Scott"
"1128","2013-01-15","19:00","Regular","CHA","IND","Home",23,24,"Ron Garretson","Matt Boland","John Goble"
"1130","2013-01-15","19:30","Regular","BKN","TOR","Home",21,21,"Marc Davis","David Guthrie","Marat Kogut"
"1132","2013-01-15","20:00","Regular","HOU","LAC","Home",23,21,"Sean Corbin","Zach Zarba","Tre Maddox"
"1134","2013-01-15","21:00","Regular","DEN","POR","Home",23,20,"Joe Crawford","Eric Lewis","J.T. Orr"
"1136","2013-01-15","22:30","Regular","LAL","MIL","Home",20,14,"Leroy Richardson","Bennett Salvatore","Brian Forte"
"1138","2013-01-16","19:00","Regular","TOR","CHI","Home",29,30,"Scott Foster","Olandis Poole","Kane Fitzgerald"
"1140","2013-01-16","19:00","Regular","ORL","IND","Home",20,17,"Monty McCutchen","Sean Wright","Haywoode Workman"
"1142","2013-01-16","19:30","Regular","ATL","BKN","Home",18,19,"Ron Garretson","Bennie Adams","Karl Lane"
"1144","2013-01-16","20:00","Regular","BOS","NO","Home",21,21,"Ken Mauer","Derrick Collins","Kevin Cutler"
"1146","2013-01-16","20:00","Regular","OKC","DEN","Home",27,23,"Pat Fraher","Scott Wall","Bill Kennedy"
"1148","2013-01-16","20:30","Regular","SA","MEM","Home",22,16,"Rodney Mott","John Goble","Josh Tiven"
"1150","2013-01-16","20:30","Regular","DAL","HOU","Home",19,29,"Leon Wood","Derek Richardson","James Capers"
"1152","2013-01-16","22:00","Regular","POR","CLE","Home",25,16,"David Jones","Ed Malloy","Brenda Pantoja"
"1154","2013-01-16","22:00","Regular","SAC","WAS","Home",22,17,"Derrick Stafford","Eric Dalen","Dick Bavetta"
"1156","2013-01-16","22:30","Regular","GS","MIA","Home",21,22,"Michael Smith","Dan Crawford","Brian Forte"
"1158","2013-01-17","18:00","Regular","DET","NY","Home",21,22,"Mike Callahan","Tony Brown","Curtis Blair"
"1160","2013-01-17","20:00","Regular","MIN","LAC","Home",17,20,"Tom Washington","Eli Roe","Kane Fitzgerald"
"1162","2013-01-17","21:00","Regular","PHO","MIL","Home",22,18,"Bill Spooner","Eric Lewis","Tre Maddox"
"1164","2013-01-17","22:30","Regular","LAL","MIA","Home",23,27,"Joe Crawford","Zach Zarba","Mark Ayotte"
"1166","2013-01-18","19:00","Regular","ORL","CHA","Home",28,24,"Rodney Mott","Mark Lindsay","James Capers"
"1168","2013-01-18","19:00","Regular","BOS","CHI","Home",28,22,"Sean Corbin","Marc Davis","Eli Roe"
"1170","2013-01-18","19:00","Regular","PHI","TOR","Home",19,19,"Leroy Richardson","Ron Garretson","James Williams"
"1172","2013-01-18","19:00","Regular","IND","HOU","Home",20,17,"Gary Zielinski","Bennett Salvatore","Kevin Cutler"
"1174","2013-01-18","19:30","Regular","BKN","ATL","Home",22,26,"Scott Foster","Matt Boland","Derrick Collins"
"1176","2013-01-18","20:00","Regular","MEM","SAC","Home",16,16,"Ken Mauer","Leon Wood","Kevin Scott"
"1178","2013-01-18","20:30","Regular","SA","GS","Home",12,21,"Pat Fraher","Monty McCutchen","Derek Richardson"
"1180","2013-01-18","21:00","Regular","DEN","WAS","Home",23,20,"David Jones","Dan Crawford","Scott Twardoski"
"1182","2013-01-18","21:30","Regular","DAL","OKC","Home",23,23,"Tony Brothers","David Guthrie","Karl Lane"
"1184","2013-01-19","19:00","Regular","CHA","SAC","Home",18,27,"Scott Foster","Scott Wall","Brian Forte"
"1186","2013-01-19","19:00","Regular","ATL","SA","Home",14,15,"Leon Wood","Jason Phillips","Olandis Poole"
"1188","2013-01-19","20:00","Regular","CHI","MEM","Home",25,22,"Michael Smith","Tom Washington","Kevin Cutler"
"1190","2013-01-19","20:00","Regular","MIN","HOU","Home",19,29,"Marc Davis","John Goble","Kevin Scott"
"1192","2013-01-19","20:00","Regular","NO","GS","Home",26,19,"Rodney Mott","Bennie Adams","Josh Tiven"
"1194","2013-01-19","21:00","Regular","UTA","CLE","Home",24,18,"Derrick Stafford","Zach Zarba","Tre Maddox"
"1196","2013-01-19","22:00","Regular","POR","MIL","Home",25,22,"Dan Crawford","Eric Dalen","Dick Bavetta"
"1198","2013-01-19","22:30","Regular","LAC","WAS","Home",23,24,"Joe Crawford","Mark Ayotte","Eric Lewis"
"1200","2013-01-20","13:00","Regular","TOR","LAL","Home",22,15,"Ken Mauer","Sean Corbin","Eli Roe"
"1202","2013-01-20","18:00","Regular","ORL","DAL","Home",14,13,"Pat Fraher","Ron Garretson","Nick Buchert"
"1204","2013-01-20","19:30","Regular","DET","BOS","Home",23,33,"Gary Zielinski","Monty McCutchen","Karl Lane"
"1206","2013-01-20","20:00","Regular","DEN","OKC","Home",33,28,"Zach Zarba","Bill Spooner","Mark Lindsay"
"1208","2013-01-21","13:00","Regular","NO","SAC","Home",27,22,"Jason Phillips","Sean Wright","Steven Anderson"
"1210","2013-01-21","13:00","Regular","MEM","IND","Home",12,14,"Tony Brothers","Bennie Adams","James Williams"
"1212","2013-01-21","14:00","Regular","CHA","HOU","Home",27,23,"Ed Malloy","David Guthrie","Scott Bolnick"
"1214","2013-01-21","14:00","Regular","ATL","MIN","Home",23,21,"Leroy Richardson","Michael Smith","Kevin Cutler"
"1216","2013-01-21","15:30","Regular","NY","BKN","Home",20,22,"Bennett Salvatore","Kane Fitzgerald","Brian Forte"
"1218","2013-01-21","16:00","Regular","GS","LAC","Home",21,16,"David Jones","Marc Davis","J.T. Orr"
"1220","2013-01-21","19:00","Regular","PHI","SA","Home",16,12,"Scott Wall","Mike Callahan","Curtis Blair"
"1222","2013-01-21","21:30","Regular","CHI","LAL","Home",20,16,"Tony Brown","Josh Tiven","James Capers"
"1224","2013-01-21","22:00","Regular","POR","WAS","Home",17,18,"Matt Boland","Bill Kennedy","Haywoode Workman"
"1226","2013-01-22","19:00","Regular","CLE","BOS","Home",22,18,"Courtney Kirkland","Tom Washington","Kevin Scott"
"1228","2013-01-22","19:30","Regular","DET","ORL","Home",13,20,"Dan Crawford","Eric Dalen","Dick Bavetta"
"1230","2013-01-22","20:00","Regular","MIL","PHI","Home",13,22,"Sean Corbin","Joe Crawford","Nick Buchert"
"1232","2013-01-22","22:30","Regular","LAC","OKC","Home",17,26,"Leon Wood","Derrick Stafford","Derek Richardson"
"1234","2013-01-23","19:00","Regular","CHA","ATL","Home",15,22,"Tony Brothers","Violet Palmer","Scott Twardoski"
"1236","2013-01-23","19:30","Regular","MIA","TOR","Home",21,30,"Bennett Salvatore","Eric Lewis","Steven Anderson"
"1238","2013-01-23","20:00","Regular","MEM","LAL","Home",28,13,"Kevin Fehr","Bill Kennedy","John Goble"
"1240","2013-01-23","20:00","Regular","MIN","BKN","Home",17,16,"Scott Wall","Ed Malloy","Sean Wright"
"1242","2013-01-23","20:00","Regular","HOU","DEN","Home",21,12,"Jason Phillips","Tony Brown","Curtis Blair"
"1244","2013-01-23","20:00","Regular","CHI","DET","Home",18,22,"Courtney Kirkland","Bill Spooner","Tre Maddox"
"1246","2013-01-23","20:30","Regular","SA","NO","Home",20,20,"Ken Mauer","David Guthrie","Kevin Cutler"
"1248","2013-01-23","21:00","Regular","UTA","WAS","Home",18,19,"Pat Fraher","Mike Callahan","Kane Fitzgerald"
"1250","2013-01-23","22:00","Regular","POR","IND","Home",17,20,"Derrick Stafford","Derrick Collins","Mark Lindsay"
"1252","2013-01-23","22:00","Regular","SAC","PHO","Home",22,22,"Marc Davis","Matt Boland","J.T. Orr"
"1254","2013-01-23","22:30","Regular","GS","OKC","Home",21,20,"Gary Zielinski","Haywoode Workman","James Capers"
"1256","2013-01-24","19:00","Regular","ORL","TOR","Home",12,20,"Leroy Richardson","Kevin Fehr","David Jones"
"1258","2013-01-24","20:00","Regular","BOS","NY","Home",23,23,"Joe Crawford","Marat Kogut","Dick Bavetta"
"1260","2013-01-24","22:30","Regular","PHO","LAC","Home",23,25,"Monty McCutchen","Derrick Collins","Mark Lindsay"
"1262","2013-01-25","19:00","Regular","WAS","MIN","Home",27,20,"Bill Spooner","David Guthrie","Scott Bolnick"
"1264","2013-01-25","19:30","Regular","CLE","MIL","Home",17,20,"Ed Malloy","Sean Wright","James Williams"
"1266","2013-01-25","19:30","Regular","ATL","BOS","Home",21,30,"Ken Mauer","Tony Brown","Eric Dalen"
"1268","2013-01-25","19:30","Regular","MIA","DET","Home",17,18,"Tom Washington","Violet Palmer","Scott Twardoski"
"1270","2013-01-25","20:00","Regular","MEM","BKN","Home",21,11,"Dan Crawford","Mark Ayotte","Curtis Blair"
"1272","2013-01-25","20:00","Regular","NO","HOU","Home",26,24,"Leroy Richardson","Zach Zarba","Brent Barnaky"
"1274","2013-01-25","20:00","Regular","DAL","SA","Home",19,17,"Courtney Kirkland","Bennett Salvatore","Eli Roe"
"1276","2013-01-25","20:00","Regular","CHI","GS","Home",26,19,"Bill Kennedy","Olandis Poole","John Goble"
"1278","2013-01-25","22:00","Regular","SAC","OKC","Home",27,20,"Pat Fraher","Mike Callahan","Kane Fitzgerald"
"1280","2013-01-25","22:30","Regular","LAL","UTA","Home",14,14,"Ron Garretson","Bennie Adams","Matt Boland"
"1282","2013-01-26","19:00","Regular","WAS","CHI","Home",14,16,"Michael Smith","Scott Wall","Scott Twardoski"
"1284","2013-01-26","19:00","Regular","TOR","CLE","Home",23,22,"Jason Phillips","Marat Kogut","Dick Bavetta"
"1286","2013-01-26","19:00","Regular","PHI","NY","Home",22,17,"Ed Malloy","Derek Richardson","Eric Lewis"
"1288","2013-01-26","19:30","Regular","CHA","MIN","Home",22,24,"Tom Washington","Mark Ayotte","Curtis Blair"
"1290","2013-01-26","20:00","Regular","HOU","BKN","Home",18,20,"Courtney Kirkland","David Jones","Karl Lane"
"1292","2013-01-26","20:30","Regular","SA","PHO","Home",16,19,"Sean Corbin","Zach Zarba","Eric Dalen"
"1294","2013-01-26","20:30","Regular","MIL","GS","Home",15,25,"Kevin Fehr","Tony Brothers","Tony Brown"
"1296","2013-01-26","21:00","Regular","DEN","SAC","Home",21,16,"Bill Kennedy","Derrick Collins","Haywoode Workman"
"1298","2013-01-26","21:30","Regular","UTA","IND","Home",18,24,"Leon Wood","Marc Davis","J.T. Orr"
"1300","2013-01-26","22:00","Regular","POR","LAC","Home",19,22,"Bennie Adams","Josh Tiven","James Capers"
"1302","2013-01-27","13:00","Regular","BOS","MIA","Home",20,27,"Gary Zielinski","Dan Crawford","Mark Lindsay"
"1304","2013-01-27","15:30","Regular","LAL","OKC","Home",20,26,"Monty McCutchen","David Guthrie","James Williams"
"1306","2013-01-27","18:00","Regular","MEM","NO","Home",17,19,"Violet Palmer","Bennett Salvatore","Olandis Poole"
"1308","2013-01-27","18:00","Regular","ORL","DET","Home",21,14,"Ken Mauer","Eli Roe","John Goble"
"1310","2013-01-27","18:30","Regular","NY","ATL","Home",17,21,"Bill Spooner","Sean Wright","Brent Barnaky"
"1312","2013-01-27","19:30","Regular","DAL","PHO","Home",24,15,"Leroy Richardson","Derrick Stafford","Brian Forte"
"1314","2013-01-27","21:30","Regular","LAC","POR","Home",23,13,"Matt Boland","Mike Callahan","Haywoode Workman"
"1316","2013-01-28","19:00","Regular","PHI","MEM","Home",14,15,"David Jones","Tony Brothers","Tre Maddox"
"1318","2013-01-28","19:00","Regular","WAS","SAC","Home",19,19,"Jason Phillips","Eric Lewis","Eli Roe"
"1320","2013-01-28","19:00","Regular","TOR","GS","Home",18,19,"Ron Garretson","Michael Smith","Mark Ayotte"
"1322","2013-01-28","19:30","Regular","BKN","ORL","Home",13,12,"Tom Washington","Derek Richardson","Dick Bavetta"
"1324","2013-01-28","20:00","Regular","CHI","CHA","Home",20,20,"Gary Zielinski","Dan Crawford","Marat Kogut"
"1326","2013-01-28","21:00","Regular","DEN","IND","Home",23,27,"Pat Fraher","Kane Fitzgerald","James Capers"
"1328","2013-01-28","21:00","Regular","UTA","HOU","Home",19,18,"Kevin Fehr","Joe Crawford","Derrick Collins"
"1330","2013-01-29","19:00","Regular","CLE","GS","Home",13,23,"Derrick Stafford","Zach Zarba","Karl Lane"
"1332","2013-01-29","19:30","Regular","DET","MIL","Home",20,21,"Bill Spooner","Brent Barnaky","Kevin Scott"
"1334","2013-01-29","22:00","Regular","POR","DAL","Home",14,21,"Monty McCutchen","David Guthrie","James Williams"
"1336","2013-01-29","22:30","Regular","LAL","NO","Home",17,25,"Mike Callahan","Sean Wright","Josh Tiven"
"1338","2013-01-30","19:00","Regular","IND","DET","Home",18,17,"David Jones","Ed Malloy","Brian Forte"
"1340","2013-01-30","19:00","Regular","PHI","WAS","Home",17,15,"Scott Foster","John Goble","Mark Lindsay"
"1342","2013-01-30","19:30","Regular","BOS","SAC","Home",22,19,"Violet Palmer","Bennett Salvatore","Derek Richardson"
