"","ref","team","fouls"
"1604","Marat Kogut","LAL",457
"1605","Marat Kogut","MEM",546
"1606","Marat Kogut","MIA",343
"1607","Marat Kogut","MIL",413
"1608","Marat Kogut","MIN",420
"1609","Marat Kogut","NO",472
"1610","Marat Kogut","NY",614
"1611","Marat Kogut","OKC",455
"1612","Marat Kogut","ORL",533
"1613","Marat Kogut","PHI",551
"1614","Marat Kogut","PHO",417
"1615","Marat Kogut","POR",356
"1616","Marat Kogut","SA",367
"1617","Marat Kogut","SAC",523
"1618","Marat Kogut","TOR",665
"1619","Marat Kogut","UTA",308
"1620","Marat Kogut","WAS",601
"1621","Marc Davis","ATL",510
"1622","Marc Davis","BKN",514
"1623","Marc Davis","BOS",527
"1624","Marc Davis","CHA",358
"1625","Marc Davis","CHI",601
"1626","Marc Davis","CLE",405
"1627","Marc Davis","DAL",434
"1628","Marc Davis","DEN",666
"1629","Marc Davis","DET",345
"1630","Marc Davis","GS",535
"1631","Marc Davis","HOU",601
"1632","Marc Davis","IND",506
"1633","Marc Davis","LAC",639
"1634","Marc Davis","LAL",618
"1635","Marc Davis","MEM",514
"1636","Marc Davis","MIA",473
"1637","Marc Davis","MIL",455
"1638","Marc Davis","MIN",538
"1639","Marc Davis","NO",515
"1640","Marc Davis","NY",375
"1641","Marc Davis","OKC",621
"1642","Marc Davis","ORL",485
"1643","Marc Davis","PHI",448
"1644","Marc Davis","PHO",685
"1645","Marc Davis","POR",537
"1646","Marc Davis","SA",392
"1647","Marc Davis","SAC",551
"1648","Marc Davis","TOR",486
"1649","Marc Davis","UTA",496
"1650","Marc Davis","WAS",391
"1651","Mark Ayotte","ATL",455
"1652","Mark Ayotte","BKN",365
"1653","Mark Ayotte","BOS",421
"1654","Mark Ayotte","CHA",263
"1655","Mark Ayotte","CHI",474
"1656","Mark Ayotte","CLE",419
"1657","Mark Ayotte","DAL",356
"1658","Mark Ayotte","DEN",602
"1659","Mark Ayotte","DET",363
"1660","Mark Ayotte","GS",687
"1661","Mark Ayotte","HOU",492
"1662","Mark Ayotte","IND",501
"1663","Mark Ayotte","LAC",622
"1664","Mark Ayotte","LAL",719
"1665","Mark Ayotte","MEM",634
"1666","Mark Ayotte","MIA",421
"1667","Mark Ayotte","MIL",556
"1668","Mark Ayotte","MIN",442
"1669","Mark Ayotte","NO",536
"1670","Mark Ayotte","NY",441
"1671","Mark Ayotte","OKC",376
"1672","Mark Ayotte","ORL",432
"1673","Mark Ayotte","PHI",416
"1674","Mark Ayotte","PHO",749
"1675","Mark Ayotte","POR",624
"1676","Mark Ayotte","SA",353
"1677","Mark Ayotte","SAC",613
"1678","Mark Ayotte","TOR",484
"1679","Mark Ayotte","UTA",624
"1680","Mark Ayotte","WAS",512
"1681","Mark Lindsay","ATL",454
"1682","Mark Lindsay","BKN",505
"1683","Mark Lindsay","BOS",591
"1684","Mark Lindsay","CHA",474
"1685","Mark Lindsay","CHI",437
"1686","Mark Lindsay","CLE",500
"1687","Mark Lindsay","DAL",433
"1688","Mark Lindsay","DEN",577
"1689","Mark Lindsay","DET",495
"1690","Mark Lindsay","GS",467
"1691","Mark Lindsay","HOU",475
"1692","Mark Lindsay","IND",599
"1693","Mark Lindsay","LAC",529
"1694","Mark Lindsay","LAL",385
"1695","Mark Lindsay","MEM",582
"1696","Mark Lindsay","MIA",564
"1697","Mark Lindsay","MIL",575
"1698","Mark Lindsay","MIN",443
"1699","Mark Lindsay","NO",622
"1700","Mark Lindsay","NY",440
"1701","Mark Lindsay","OKC",416
"1702","Mark Lindsay","ORL",467
"1703","Mark Lindsay","PHI",755
"1704","Mark Lindsay","PHO",535
"1705","Mark Lindsay","POR",357
"1706","Mark Lindsay","SA",612
"1707","Mark Lindsay","SAC",406
"1708","Mark Lindsay","TOR",491
"1709","Mark Lindsay","UTA",565
"1710","Mark Lindsay","WAS",561
"1711","Matt Boland","ATL",297
"1712","Matt Boland","BKN",419
"1713","Matt Boland","BOS",441
"1714","Matt Boland","CHA",464
"1715","Matt Boland","CHI",416
"1716","Matt Boland","CLE",411
"1717","Matt Boland","DAL",480
"1718","Matt Boland","DEN",523
"1719","Matt Boland","DET",392
"1720","Matt Boland","GS",471
"1721","Matt Boland","HOU",444
"1722","Matt Boland","IND",444
"1723","Matt Boland","LAC",454
"1724","Matt Boland","LAL",610
"1725","Matt Boland","MEM",478
"1726","Matt Boland","MIA",428
"1727","Matt Boland","MIL",457
"1728","Matt Boland","MIN",360
"1729","Matt Boland","NO",454
"1730","Matt Boland","NY",449
"1731","Matt Boland","OKC",575
"1732","Matt Boland","ORL",409
"1733","Matt Boland","PHI",564
"1734","Matt Boland","PHO",782
"1735","Matt Boland","POR",410
"1736","Matt Boland","SA",329
"1737","Matt Boland","SAC",645
"1738","Matt Boland","TOR",544
"1739","Matt Boland","UTA",553
"1740","Matt Boland","WAS",489
"1741","Matt Myers","ATL",0
"1742","Matt Myers","BKN",0
"1743","Matt Myers","BOS",0
"1744","Matt Myers","CHA",21
"1745","Matt Myers","CHI",16
"1746","Matt Myers","CLE",13
"1747","Matt Myers","DAL",0
"1748","Matt Myers","DEN",0
"1749","Matt Myers","DET",0
"1750","Matt Myers","GS",0
"1751","Matt Myers","HOU",0
"1752","Matt Myers","IND",0
"1753","Matt Myers","LAC",0
"1754","Matt Myers","LAL",0
"1755","Matt Myers","MEM",0
"1756","Matt Myers","MIA",0
"1757","Matt Myers","MIL",18
"1758","Matt Myers","MIN",14
"1759","Matt Myers","NO",0
"1760","Matt Myers","NY",0
"1761","Matt Myers","OKC",0
"1762","Matt Myers","ORL",0
"1763","Matt Myers","PHI",0
"1764","Matt Myers","PHO",0
"1765","Matt Myers","POR",21
"1766","Matt Myers","SA",0
"1767","Matt Myers","SAC",0
"1768","Matt Myers","TOR",0
"1769","Matt Myers","UTA",0
"1770","Matt Myers","WAS",0
"1771","Michael Smith","ATL",702
"1772","Michael Smith","BKN",412
"1773","Michael Smith","BOS",327
"1774","Michael Smith","CHA",618
"1775","Michael Smith","CHI",604
"1776","Michael Smith","CLE",533
"1777","Michael Smith","DAL",529
"1778","Michael Smith","DEN",294
"1779","Michael Smith","DET",574
"1780","Michael Smith","GS",435
"1781","Michael Smith","HOU",525
"1782","Michael Smith","IND",507
"1783","Michael Smith","LAC",526
"1784","Michael Smith","LAL",482
"1785","Michael Smith","MEM",677
"1786","Michael Smith","MIA",539
"1787","Michael Smith","MIL",547
"1788","Michael Smith","MIN",510
"1789","Michael Smith","NO",440
"1790","Michael Smith","NY",543
"1791","Michael Smith","OKC",492
"1792","Michael Smith","ORL",568
"1793","Michael Smith","PHI",548
"1794","Michael Smith","PHO",449
"1795","Michael Smith","POR",195
"1796","Michael Smith","SA",401
"1797","Michael Smith","SAC",425
"1798","Michael Smith","TOR",702
"1799","Michael Smith","UTA",410
"1800","Michael Smith","WAS",548
"1801","Mike Callahan","ATL",448
"1802","Mike Callahan","BKN",340
"1803","Mike Callahan","BOS",632
"1804","Mike Callahan","CHA",328
"1805","Mike Callahan","CHI",422
"1806","Mike Callahan","CLE",554
"1807","Mike Callahan","DAL",502
"1808","Mike Callahan","DEN",361
"1809","Mike Callahan","DET",388
"1810","Mike Callahan","GS",484
"1811","Mike Callahan","HOU",528
"1812","Mike Callahan","IND",602
"1813","Mike Callahan","LAC",533
"1814","Mike Callahan","LAL",555
"1815","Mike Callahan","MEM",561
"1816","Mike Callahan","MIA",531
"1817","Mike Callahan","MIL",507
"1818","Mike Callahan","MIN",280
"1819","Mike Callahan","NO",361
"1820","Mike Callahan","NY",660
"1821","Mike Callahan","OKC",604
"1822","Mike Callahan","ORL",303
"1823","Mike Callahan","PHI",571
"1824","Mike Callahan","PHO",399
"1825","Mike Callahan","POR",438
"1826","Mike Callahan","SA",532
"1827","Mike Callahan","SAC",401
"1828","Mike Callahan","TOR",491
"1829","Mike Callahan","UTA",438
"1830","Mike Callahan","WAS",505
"1831","Mitchell Ervin","ATL",215
"1832","Mitchell Ervin","BKN",298
"1833","Mitchell Ervin","BOS",257
"1834","Mitchell Ervin","CHA",223
"1835","Mitchell Ervin","CHI",177
"1836","Mitchell Ervin","CLE",133
"1837","Mitchell Ervin","DAL",314
"1838","Mitchell Ervin","DEN",166
"1839","Mitchell Ervin","DET",266
"1840","Mitchell Ervin","GS",105
"1841","Mitchell Ervin","HOU",116
"1842","Mitchell Ervin","IND",248
"1843","Mitchell Ervin","LAC",184
"1844","Mitchell Ervin","LAL",119
"1845","Mitchell Ervin","MEM",310
"1846","Mitchell Ervin","MIA",206
"1847","Mitchell Ervin","MIL",203
"1848","Mitchell Ervin","MIN",100
"1849","Mitchell Ervin","NO",291
"1850","Mitchell Ervin","NY",204
"1851","Mitchell Ervin","OKC",184
"1852","Mitchell Ervin","ORL",204
"1853","Mitchell Ervin","PHI",312
"1854","Mitchell Ervin","PHO",211
"1855","Mitchell Ervin","POR",199
"1856","Mitchell Ervin","SA",107
"1857","Mitchell Ervin","SAC",240
"1858","Mitchell Ervin","TOR",280
"1859","Mitchell Ervin","UTA",186
"1860","Mitchell Ervin","WAS",303
"1861","Monty McCutchen","ATL",373
"1862","Monty McCutchen","BKN",394
"1863","Monty McCutchen","BOS",523
"1864","Monty McCutchen","CHA",363
"1865","Monty McCutchen","CHI",455
"1866","Monty McCutchen","CLE",561
"1867","Monty McCutchen","DAL",558
"1868","Monty McCutchen","DEN",514
"1869","Monty McCutchen","DET",438
"1870","Monty McCutchen","GS",522
"1871","Monty McCutchen","HOU",475
"1872","Monty McCutchen","IND",470
"1873","Monty McCutchen","LAC",560
"1874","Monty McCutchen","LAL",430
"1875","Monty McCutchen","MEM",331
"1876","Monty McCutchen","MIA",518
"1877","Monty McCutchen","MIL",281
"1878","Monty McCutchen","MIN",403
"1879","Monty McCutchen","NO",537
"1880","Monty McCutchen","NY",524
"1881","Monty McCutchen","OKC",624
"1882","Monty McCutchen","ORL",367
"1883","Monty McCutchen","PHI",424
"1884","Monty McCutchen","PHO",650
"1885","Monty McCutchen","POR",318
"1886","Monty McCutchen","SA",481
"1887","Monty McCutchen","SAC",428
"1888","Monty McCutchen","TOR",413
"1889","Monty McCutchen","UTA",464
"1890","Monty McCutchen","WAS",540
"1891","Nick Buchert","ATL",355
"1892","Nick Buchert","BKN",624
"1893","Nick Buchert","BOS",372
"1894","Nick Buchert","CHA",374
"1895","Nick Buchert","CHI",508
"1896","Nick Buchert","CLE",493
"1897","Nick Buchert","DAL",453
"1898","Nick Buchert","DEN",570
"1899","Nick Buchert","DET",546
"1900","Nick Buchert","GS",326
"1901","Nick Buchert","HOU",562
"1902","Nick Buchert","IND",442
"1903","Nick Buchert","LAC",427
"1904","Nick Buchert","LAL",424
"1905","Nick Buchert","MEM",516
"1906","Nick Buchert","MIA",456
"1907","Nick Buchert","MIL",517
"1908","Nick Buchert","MIN",459
"1909","Nick Buchert","NO",444
"1910","Nick Buchert","NY",595
"1911","Nick Buchert","OKC",612
"1912","Nick Buchert","ORL",377
"1913","Nick Buchert","PHI",562
"1914","Nick Buchert","PHO",614
"1915","Nick Buchert","POR",402
"1916","Nick Buchert","SA",556
"1917","Nick Buchert","SAC",350
"1918","Nick Buchert","TOR",461
"1919","Nick Buchert","UTA",320
"1920","Nick Buchert","WAS",546
"1921","Olandis Poole","ATL",123
"1922","Olandis Poole","BKN",79
"1923","Olandis Poole","BOS",236
"1924","Olandis Poole","CHA",143
"1925","Olandis Poole","CHI",153
"1926","Olandis Poole","CLE",148
"1927","Olandis Poole","DAL",123
"1928","Olandis Poole","DEN",140
"1929","Olandis Poole","DET",202
"1930","Olandis Poole","GS",79
"1931","Olandis Poole","HOU",166
"1932","Olandis Poole","IND",86
"1933","Olandis Poole","LAC",61
"1934","Olandis Poole","LAL",57
"1935","Olandis Poole","MEM",174
"1936","Olandis Poole","MIA",81
"1937","Olandis Poole","MIL",171
"1938","Olandis Poole","MIN",189
"1939","Olandis Poole","NO",271
"1940","Olandis Poole","NY",205
"1941","Olandis Poole","OKC",61
"1942","Olandis Poole","ORL",129
"1943","Olandis Poole","PHI",225
"1944","Olandis Poole","PHO",18
"1945","Olandis Poole","POR",57
"1946","Olandis Poole","SA",102
"1947","Olandis Poole","SAC",78
"1948","Olandis Poole","TOR",213
"1949","Olandis Poole","UTA",114
"1950","Olandis Poole","WAS",206
"1951","Pat Fraher","ATL",423
"1952","Pat Fraher","BKN",435
"1953","Pat Fraher","BOS",425
"1954","Pat Fraher","CHA",566
"1955","Pat Fraher","CHI",417
"1956","Pat Fraher","CLE",495
"1957","Pat Fraher","DAL",461
"1958","Pat Fraher","DEN",522
"1959","Pat Fraher","DET",398
"1960","Pat Fraher","GS",364
"1961","Pat Fraher","HOU",545
"1962","Pat Fraher","IND",627
"1963","Pat Fraher","LAC",539
"1964","Pat Fraher","LAL",396
"1965","Pat Fraher","MEM",539
"1966","Pat Fraher","MIA",417
"1967","Pat Fraher","MIL",596
"1968","Pat Fraher","MIN",453
"1969","Pat Fraher","NO",487
"1970","Pat Fraher","NY",551
"1971","Pat Fraher","OKC",550
"1972","Pat Fraher","ORL",478
"1973","Pat Fraher","PHI",632
"1974","Pat Fraher","PHO",493
"1975","Pat Fraher","POR",534
"1976","Pat Fraher","SA",523
"1977","Pat Fraher","SAC",552
"1978","Pat Fraher","TOR",527
"1979","Pat Fraher","UTA",404
"1980","Pat Fraher","WAS",484
"1981","Phenizee Ransom","ATL",34
"1982","Phenizee Ransom","BKN",0
"1983","Phenizee Ransom","BOS",0
"1984","Phenizee Ransom","CHA",16
"1985","Phenizee Ransom","CHI",29
"1986","Phenizee Ransom","CLE",0
"1987","Phenizee Ransom","DAL",12
"1988","Phenizee Ransom","DEN",19
"1989","Phenizee Ransom","DET",0
"1990","Phenizee Ransom","GS",0
"1991","Phenizee Ransom","HOU",0
"1992","Phenizee Ransom","IND",17
"1993","Phenizee Ransom","LAC",22
"1994","Phenizee Ransom","LAL",19
"1995","Phenizee Ransom","MEM",0
"1996","Phenizee Ransom","MIA",23
"1997","Phenizee Ransom","MIL",49
"1998","Phenizee Ransom","MIN",19
"1999","Phenizee Ransom","NO",0
"2000","Phenizee Ransom","NY",0
"2001","Phenizee Ransom","OKC",0
"2002","Phenizee Ransom","ORL",27
"2003","Phenizee Ransom","PHI",21
"2004","Phenizee Ransom","PHO",21
"2005","Phenizee Ransom","POR",17
"2006","Phenizee Ransom","SA",0
"2007","Phenizee Ransom","SAC",40
"2008","Phenizee Ransom","TOR",0
"2009","Phenizee Ransom","UTA",0
"2010","Phenizee Ransom","WAS",17
"2011","Randy Richardson","ATL",0
"2012","Randy Richardson","BKN",14
"2013","Randy Richardson","BOS",0
"2014","Randy Richardson","CHA",0
"2015","Randy Richardson","CHI",19
"2016","Randy Richardson","CLE",0
"2017","Randy Richardson","DAL",0
"2018","Randy Richardson","DEN",0
"2019","Randy Richardson","DET",0
"2020","Randy Richardson","GS",0
"2021","Randy Richardson","HOU",0
"2022","Randy Richardson","IND",0
"2023","Randy Richardson","LAC",22
"2024","Randy Richardson","LAL",20
"2025","Randy Richardson","MEM",26
"2026","Randy Richardson","MIA",0
"2027","Randy Richardson","MIL",0
"2028","Randy Richardson","MIN",13
"2029","Randy Richardson","NO",9
"2030","Randy Richardson","NY",0
"2031","Randy Richardson","OKC",0
"2032","Randy Richardson","ORL",16
"2033","Randy Richardson","PHI",0
"2034","Randy Richardson","PHO",22
"2035","Randy Richardson","POR",10
"2036","Randy Richardson","SA",0
"2037","Randy Richardson","SAC",0
"2038","Randy Richardson","TOR",16
"2039","Randy Richardson","UTA",23
"2040","Randy Richardson","WAS",0
"2041","Ray Acosta","ATL",104
"2042","Ray Acosta","BKN",97
"2043","Ray Acosta","BOS",32
"2044","Ray Acosta","CHA",46
"2045","Ray Acosta","CHI",76
"2046","Ray Acosta","CLE",37
"2047","Ray Acosta","DAL",44
"2048","Ray Acosta","DEN",49
"2049","Ray Acosta","DET",78
"2050","Ray Acosta","GS",23
"2051","Ray Acosta","HOU",0
"2052","Ray Acosta","IND",20
"2053","Ray Acosta","LAC",41
"2054","Ray Acosta","LAL",42
"2055","Ray Acosta","MEM",21
"2056","Ray Acosta","MIA",91
"2057","Ray Acosta","MIL",62
"2058","Ray Acosta","MIN",0
"2059","Ray Acosta","NO",44
"2060","Ray Acosta","NY",76
"2061","Ray Acosta","OKC",43
"2062","Ray Acosta","ORL",75
"2063","Ray Acosta","PHI",41
"2064","Ray Acosta","PHO",19
"2065","Ray Acosta","POR",0
"2066","Ray Acosta","SA",0
"2067","Ray Acosta","SAC",0
"2068","Ray Acosta","TOR",80
"2069","Ray Acosta","UTA",70
"2070","Ray Acosta","WAS",46
"2071","Rodney Mott","ATL",414
"2072","Rodney Mott","BKN",439
"2073","Rodney Mott","BOS",458
"2074","Rodney Mott","CHA",454
"2075","Rodney Mott","CHI",358
"2076","Rodney Mott","CLE",375
"2077","Rodney Mott","DAL",430
"2078","Rodney Mott","DEN",566
"2079","Rodney Mott","DET",524
"2080","Rodney Mott","GS",459
"2081","Rodney Mott","HOU",394
"2082","Rodney Mott","IND",323
"2083","Rodney Mott","LAC",505
"2084","Rodney Mott","LAL",462
"2085","Rodney Mott","MEM",450
"2086","Rodney Mott","MIA",426
"2087","Rodney Mott","MIL",394
"2088","Rodney Mott","MIN",273
"2089","Rodney Mott","NO",490
"2090","Rodney Mott","NY",296
"2091","Rodney Mott","OKC",263
"2092","Rodney Mott","ORL",266
"2093","Rodney Mott","PHI",495
"2094","Rodney Mott","PHO",593
"2095","Rodney Mott","POR",468
"2096","Rodney Mott","SA",355
"2097","Rodney Mott","SAC",516
"2098","Rodney Mott","TOR",286
"2099","Rodney Mott","UTA",571
"2100","Rodney Mott","WAS",484
"2101","Ron Garretson","ATL",412
"2102","Ron Garretson","BKN",421
"2103","Ron Garretson","BOS",265
"2104","Ron Garretson","CHA",438
"2105","Ron Garretson","CHI",417
"2106","Ron Garretson","CLE",382
"2107","Ron Garretson","DAL",473
"2108","Ron Garretson","DEN",603
"2109","Ron Garretson","DET",341
"2110","Ron Garretson","GS",609
"2111","Ron Garretson","HOU",391
"2112","Ron Garretson","IND",457
"2113","Ron Garretson","LAC",501
"2114","Ron Garretson","LAL",597
"2115","Ron Garretson","MEM",535
"2116","Ron Garretson","MIA",334
"2117","Ron Garretson","MIL",357
"2118","Ron Garretson","MIN",455
"2119","Ron Garretson","NO",462
"2120","Ron Garretson","NY",494
"2121","Ron Garretson","OKC",442
"2122","Ron Garretson","ORL",438
"2123","Ron Garretson","PHI",513
"2124","Ron Garretson","PHO",648
"2125","Ron Garretson","POR",565
"2126","Ron Garretson","SA",400
"2127","Ron Garretson","SAC",600
"2128","Ron Garretson","TOR",459
"2129","Ron Garretson","UTA",491
"2130","Ron Garretson","WAS",385
"2131","Scott Bolnick","ATL",20
"2132","Scott Bolnick","BKN",18
"2133","Scott Bolnick","BOS",24
"2134","Scott Bolnick","CHA",27
"2135","Scott Bolnick","CHI",14
"2136","Scott Bolnick","CLE",22
"2137","Scott Bolnick","DAL",0
"2138","Scott Bolnick","DEN",24
"2139","Scott Bolnick","DET",0
"2140","Scott Bolnick","GS",0
"2141","Scott Bolnick","HOU",23
"2142","Scott Bolnick","IND",23
"2143","Scott Bolnick","LAC",0
"2144","Scott Bolnick","LAL",0
"2145","Scott Bolnick","MEM",0
"2146","Scott Bolnick","MIA",0
"2147","Scott Bolnick","MIL",0
"2148","Scott Bolnick","MIN",41
"2149","Scott Bolnick","NO",0
"2150","Scott Bolnick","NY",0
"2151","Scott Bolnick","OKC",0
"2152","Scott Bolnick","ORL",0
"2153","Scott Bolnick","PHI",24
"2154","Scott Bolnick","PHO",0
"2155","Scott Bolnick","POR",0
"2156","Scott Bolnick","SA",37
"2157","Scott Bolnick","SAC",0
"2158","Scott Bolnick","TOR",0
"2159","Scott Bolnick","UTA",0
"2160","Scott Bolnick","WAS",51
"2161","Scott Foster","ATL",489
"2162","Scott Foster","BKN",540
"2163","Scott Foster","BOS",427
"2164","Scott Foster","CHA",503
"2165","Scott Foster","CHI",690
"2166","Scott Foster","CLE",654
"2167","Scott Foster","DAL",718
"2168","Scott Foster","DEN",619
"2169","Scott Foster","DET",377
"2170","Scott Foster","GS",684
"2171","Scott Foster","HOU",553
"2172","Scott Foster","IND",660
"2173","Scott Foster","LAC",572
"2174","Scott Foster","LAL",549
"2175","Scott Foster","MEM",347
"2176","Scott Foster","MIA",670
"2177","Scott Foster","MIL",618
"2178","Scott Foster","MIN",412
"2179","Scott Foster","NO",512
"2180","Scott Foster","NY",535
"2181","Scott Foster","OKC",548
"2182","Scott Foster","ORL",542
"2183","Scott Foster","PHI",568
"2184","Scott Foster","PHO",629
"2185","Scott Foster","POR",466
"2186","Scott Foster","SA",495
"2187","Scott Foster","SAC",493
"2188","Scott Foster","TOR",471
"2189","Scott Foster","UTA",584
"2190","Scott Foster","WAS",560
"2191","Scott Twardoski","ATL",429
"2192","Scott Twardoski","BKN",304
"2193","Scott Twardoski","BOS",426
"2194","Scott Twardoski","CHA",425
"2195","Scott Twardoski","CHI",382
"2196","Scott Twardoski","CLE",427
"2197","Scott Twardoski","DAL",453
"2198","Scott Twardoski","DEN",526
"2199","Scott Twardoski","DET",388
"2200","Scott Twardoski","GS",470
"2201","Scott Twardoski","HOU",378
"2202","Scott Twardoski","IND",287
"2203","Scott Twardoski","LAC",378
"2204","Scott Twardoski","LAL",548
"2205","Scott Twardoski","MEM",600
"2206","Scott Twardoski","MIA",401
"2207","Scott Twardoski","MIL",471
"2208","Scott Twardoski","MIN",407
"2209","Scott Twardoski","NO",368
"2210","Scott Twardoski","NY",358
"2211","Scott Twardoski","OKC",356
"2212","Scott Twardoski","ORL",489
"2213","Scott Twardoski","PHI",421
"2214","Scott Twardoski","PHO",777
"2215","Scott Twardoski","POR",421
"2216","Scott Twardoski","SA",314
"2217","Scott Twardoski","SAC",593
"2218","Scott Twardoski","TOR",477
"2219","Scott Twardoski","UTA",493
"2220","Scott Twardoski","WAS",507
"2221","Scott Wall","ATL",417
"2222","Scott Wall","BKN",453
"2223","Scott Wall","BOS",554
"2224","Scott Wall","CHA",377
"2225","Scott Wall","CHI",399
"2226","Scott Wall","CLE",258
"2227","Scott Wall","DAL",389
"2228","Scott Wall","DEN",481
"2229","Scott Wall","DET",341
"2230","Scott Wall","GS",377
"2231","Scott Wall","HOU",418
"2232","Scott Wall","IND",478
"2233","Scott Wall","LAC",434
"2234","Scott Wall","LAL",428
"2235","Scott Wall","MEM",570
"2236","Scott Wall","MIA",557
"2237","Scott Wall","MIL",495
"2238","Scott Wall","MIN",529
"2239","Scott Wall","NO",396
"2240","Scott Wall","NY",375
"2241","Scott Wall","OKC",444
"2242","Scott Wall","ORL",636
"2243","Scott Wall","PHI",556
"2244","Scott Wall","PHO",533
"2245","Scott Wall","POR",389
"2246","Scott Wall","SA",426
"2247","Scott Wall","SAC",518
"2248","Scott Wall","TOR",518
"2249","Scott Wall","UTA",484
"2250","Scott Wall","WAS",606
"2251","Sean Corbin","ATL",370
"2252","Sean Corbin","BKN",399
"2253","Sean Corbin","BOS",607
"2254","Sean Corbin","CHA",530
"2255","Sean Corbin","CHI",455
"2256","Sean Corbin","CLE",378
"2257","Sean Corbin","DAL",529
"2258","Sean Corbin","DEN",314
"2259","Sean Corbin","DET",485
"2260","Sean Corbin","GS",372
"2261","Sean Corbin","HOU",553
"2262","Sean Corbin","IND",521
"2263","Sean Corbin","LAC",459
"2264","Sean Corbin","LAL",423
"2265","Sean Corbin","MEM",539
"2266","Sean Corbin","MIA",521
"2267","Sean Corbin","MIL",354
"2268","Sean Corbin","MIN",396
"2269","Sean Corbin","NO",467
"2270","Sean Corbin","NY",564
"2271","Sean Corbin","OKC",496
"2272","Sean Corbin","ORL",544
"2273","Sean Corbin","PHI",513
"2274","Sean Corbin","PHO",476
"2275","Sean Corbin","POR",424
"2276","Sean Corbin","SA",439
"2277","Sean Corbin","SAC",414
"2278","Sean Corbin","TOR",707
"2279","Sean Corbin","UTA",450
"2280","Sean Corbin","WAS",564
"2281","Sean Wright","ATL",533
"2282","Sean Wright","BKN",494
"2283","Sean Wright","BOS",585
"2284","Sean Wright","CHA",406
"2285","Sean Wright","CHI",457
"2286","Sean Wright","CLE",484
"2287","Sean Wright","DAL",526
"2288","Sean Wright","DEN",571
"2289","Sean Wright","DET",327
"2290","Sean Wright","GS",495
"2291","Sean Wright","HOU",558
"2292","Sean Wright","IND",271
"2293","Sean Wright","LAC",604
"2294","Sean Wright","LAL",349
"2295","Sean Wright","MEM",663
"2296","Sean Wright","MIA",518
"2297","Sean Wright","MIL",631
"2298","Sean Wright","MIN",470
"2299","Sean Wright","NO",503
"2300","Sean Wright","NY",555
"2301","Sean Wright","OKC",626
"2302","Sean Wright","ORL",509
"2303","Sean Wright","PHI",571
"2304","Sean Wright","PHO",618
"2305","Sean Wright","POR",421
"2306","Sean Wright","SA",455
"2307","Sean Wright","SAC",606
"2308","Sean Wright","TOR",577
"2309","Sean Wright","UTA",502
"2310","Sean Wright","WAS",437
"2311","SirAllen Conner","ATL",0
"2312","SirAllen Conner","BKN",0
"2313","SirAllen Conner","BOS",0
"2314","SirAllen Conner","CHA",0
"2315","SirAllen Conner","CHI",0
"2316","SirAllen Conner","CLE",43
"2317","SirAllen Conner","DAL",0
"2318","SirAllen Conner","DEN",0
"2319","SirAllen Conner","DET",16
"2320","SirAllen Conner","GS",0
"2321","SirAllen Conner","HOU",0
"2322","SirAllen Conner","IND",12
"2323","SirAllen Conner","LAC",0
"2324","SirAllen Conner","LAL",0
"2325","SirAllen Conner","MEM",15
"2326","SirAllen Conner","MIA",0
"2327","SirAllen Conner","MIL",0
"2328","SirAllen Conner","MIN",0
"2329","SirAllen Conner","NO",0
"2330","SirAllen Conner","NY",0
"2331","SirAllen Conner","OKC",0
"2332","SirAllen Conner","ORL",0
"2333","SirAllen Conner","PHI",0
"2334","SirAllen Conner","PHO",0
"2335","SirAllen Conner","POR",15
"2336","SirAllen Conner","SA",0
"2337","SirAllen Conner","SAC",0
"2338","SirAllen Conner","TOR",0
"2339","SirAllen Conner","UTA",0
"2340","SirAllen Conner","WAS",0
"2341","Steven Anderson","ATL",321
"2342","Steven Anderson","BKN",386
"2343","Steven Anderson","BOS",476
"2344","Steven Anderson","CHA",299
"2345","Steven Anderson","CHI",222
"2346","Steven Anderson","CLE",292
"2347","Steven Anderson","DAL",211
"2348","Steven Anderson","DEN",360
"2349","Steven Anderson","DET",186
"2350","Steven Anderson","GS",245
"2351","Steven Anderson","HOU",250
"2352","Steven Anderson","IND",182
"2353","Steven Anderson","LAC",100
"2354","Steven Anderson","LAL",243
"2355","Steven Anderson","MEM",279
"2356","Steven Anderson","MIA",316
"2357","Steven Anderson","MIL",355
"2358","Steven Anderson","MIN",328
"2359","Steven Anderson","NO",264
"2360","Steven Anderson","NY",240
"2361","Steven Anderson","OKC",176
"2362","Steven Anderson","ORL",259
"2363","Steven Anderson","PHI",456
"2364","Steven Anderson","PHO",233
"2365","Steven Anderson","POR",288
"2366","Steven Anderson","SA",247
"2367","Steven Anderson","SAC",361
"2368","Steven Anderson","TOR",288
"2369","Steven Anderson","UTA",261
"2370","Steven Anderson","WAS",180
"2371","Tom Washington","ATL",414
"2372","Tom Washington","BKN",472
"2373","Tom Washington","BOS",502
"2374","Tom Washington","CHA",480
"2375","Tom Washington","CHI",346
"2376","Tom Washington","CLE",499
"2377","Tom Washington","DAL",622
"2378","Tom Washington","DEN",675
"2379","Tom Washington","DET",512
"2380","Tom Washington","GS",526
"2381","Tom Washington","HOU",488
"2382","Tom Washington","IND",543
"2383","Tom Washington","LAC",455
"2384","Tom Washington","LAL",430
"2385","Tom Washington","MEM",483
"2386","Tom Washington","MIA",571
